Linux 6.14.0-37-generic (sameer-HP-Pavilion-Laptop-15-eg2xxx) 	02/03/2026 	_x86_64_	(16 CPU)

06:49:03 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:58:37 PM  all   54.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   42.00
06:58:38 PM  all   45.54    0.00    3.96    0.00    0.00    1.98    0.00    0.00    0.00   48.51
06:58:39 PM  all   56.57    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   39.39
06:58:40 PM  all   53.54    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   42.42
06:58:41 PM  all   54.00    0.00    4.00    0.00    0.00    2.00    0.00    0.00    0.00   40.00
06:58:42 PM  all   52.00    0.00    5.00    0.00    0.00    1.00    0.00    0.00    0.00   42.00
06:58:43 PM  all   60.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   36.00
06:58:44 PM  all   54.46    0.00    3.96    0.00    0.00    1.98    0.00    0.00    0.00   39.60
06:58:45 PM  all   38.61    0.00    2.97    0.99    0.00    1.98    0.00    0.00    0.00   55.45
06:58:46 PM  all   43.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   53.00
06:58:47 PM  all   54.08    0.00    3.06    0.00    0.00    1.02    0.00    0.00    0.00   41.84
06:58:48 PM  all   47.06    0.00    4.90    0.00    0.00    1.96    0.00    0.00    0.00   46.08
06:58:49 PM  all   55.56    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   40.40
06:58:50 PM  all   56.57    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   39.39
06:58:51 PM  all   49.50    0.00    2.97    0.00    0.00    1.98    0.00    0.00    0.00   45.54
06:58:52 PM  all   39.60    0.00    3.96    0.00    0.00    1.98    0.00    0.00    0.00   54.46
06:58:53 PM  all   44.44    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   51.52
06:58:54 PM  all   51.00    0.00    4.00    0.00    0.00    1.00    0.00    0.00    0.00   44.00
06:58:55 PM  all   46.46    0.00    3.03    0.00    0.00    2.02    0.00    0.00    0.00   48.48
06:58:56 PM  all   46.00    0.00    3.00    0.00    0.00    2.00    0.00    0.00    0.00   49.00
06:58:57 PM  all   41.00    0.00    4.00    0.00    0.00    1.00    0.00    0.00    0.00   54.00
06:58:58 PM  all   50.51    0.00    4.04    0.00    0.00    1.01    0.00    0.00    0.00   44.44
06:58:59 PM  all   49.50    0.00    2.97    0.00    0.00    1.98    0.00    0.00    0.00   45.54
06:59:00 PM  all   53.54    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   42.42
06:59:01 PM  all   51.00    0.00    2.00    0.00    0.00    2.00    0.00    0.00    0.00   45.00
06:59:02 PM  all   49.49    0.00    4.04    0.00    0.00    2.02    0.00    0.00    0.00   44.44
06:59:03 PM  all   58.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   38.00
06:59:04 PM  all   56.00    0.00    5.00    0.00    0.00    1.00    0.00    0.00    0.00   38.00
06:59:05 PM  all   55.00    0.00    2.00    0.00    0.00    2.00    0.00    0.00    0.00   41.00
06:59:06 PM  all   40.82    0.00    3.06    1.02    0.00    1.02    0.00    0.00    0.00   54.08
06:59:07 PM  all   51.00    0.00    4.00    0.00    0.00    1.00    0.00    0.00    0.00   44.00
06:59:08 PM  all   28.28    0.00    5.05    0.00    0.00    1.01    0.00    0.00    0.00   65.66
06:59:09 PM  all    1.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
06:59:10 PM  all    1.02    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   94.90
06:59:11 PM  all    2.00    0.00    5.00    2.00    0.00    0.00    0.00    0.00    0.00   91.00
06:59:12 PM  all    1.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
06:59:13 PM  all    1.02    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   94.90
06:59:14 PM  all    1.01    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   95.96
06:59:15 PM  all    2.04    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   94.90
06:59:16 PM  all    3.00    0.00    6.00    3.00    0.00    0.00    0.00    0.00    0.00   88.00
06:59:17 PM  all    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95
06:59:18 PM  all    1.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
06:59:19 PM  all    2.02    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   94.95
06:59:20 PM  all    1.02    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   94.90
06:59:21 PM  all    2.00    0.00    4.00    2.00    0.00    0.00    0.00    0.00    0.00   92.00
06:59:22 PM  all    1.02    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   94.90
06:59:23 PM  all    2.02    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   92.93
06:59:24 PM  all    1.01    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   93.94
06:59:25 PM  all    5.00    0.00    5.00    2.00    0.00    1.00    0.00    0.00    0.00   87.00
06:59:26 PM  all    2.02    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   93.94
06:59:27 PM  all    3.03    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   92.93
06:59:28 PM  all    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95
06:59:29 PM  all    2.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
06:59:30 PM  all    1.01    0.00    4.04    1.01    0.00    0.00    0.00    0.00    0.00   93.94
06:59:31 PM  all    2.00    0.00    5.00    2.00    0.00    0.00    0.00    0.00    0.00   91.00
06:59:32 PM  all    1.02    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   94.90
06:59:33 PM  all    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95
06:59:34 PM  all    1.01    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   95.96
06:59:35 PM  all    2.04    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   92.86
06:59:36 PM  all    3.00    0.00    5.00    2.00    0.00    0.00    0.00    0.00    0.00   90.00
06:59:37 PM  all    2.04    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   93.88
06:59:38 PM  all    2.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
06:59:39 PM  all   33.67    0.00    4.08    0.00    0.00    1.02    0.00    0.00    0.00   61.22
06:59:40 PM  all   54.55    0.00    4.04    0.00    0.00    1.01    0.00    0.00    0.00   40.40
06:59:41 PM  all   59.00    0.00    3.00    2.00    0.00    1.00    0.00    0.00    0.00   35.00
06:59:42 PM  all   59.60    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   36.36
06:59:43 PM  all   56.86    0.00    3.92    0.00    0.00    1.96    0.00    0.00    0.00   37.25
06:59:44 PM  all   57.58    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   38.38
06:59:45 PM  all   58.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   38.00
06:59:46 PM  all   65.00    0.00    3.00    2.00    0.00    1.00    0.00    0.00    0.00   29.00
06:59:47 PM  all   61.00    0.00    4.00    0.00    0.00    2.00    0.00    0.00    0.00   33.00
06:59:48 PM  all   57.00    0.00    4.00    0.00    0.00    2.00    0.00    0.00    0.00   37.00
06:59:49 PM  all   66.33    0.00    2.04    0.00    0.00    1.02    0.00    0.00    0.00   30.61
06:59:50 PM  all   59.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   37.00
06:59:51 PM  all   58.42    0.00    2.97    1.98    0.00    2.97    0.00    0.00    0.00   33.66
06:59:52 PM  all   55.56    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   40.40
06:59:53 PM  all   50.00    0.00    2.00    0.00    0.00    3.00    0.00    0.00    0.00   45.00
06:59:54 PM  all   54.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   42.00
06:59:55 PM  all   63.73    0.00    3.92    0.00    0.00    0.98    0.00    0.00    0.00   31.37
06:59:56 PM  all   52.53    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   43.43
06:59:57 PM  all   59.00    0.00    4.00    0.00    0.00    2.00    0.00    0.00    0.00   35.00
06:59:58 PM  all   55.56    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   40.40
06:59:59 PM  all   58.82    0.00    3.92    0.00    0.00    1.96    0.00    0.00    0.00   35.29
07:00:00 PM  all   59.00    0.00    3.00    0.00    0.00    3.00    0.00    0.00    0.00   35.00
07:00:01 PM  all   50.00    0.00    4.00    0.00    0.00    1.00    0.00    0.00    0.00   45.00
07:00:02 PM  all   56.57    0.00    3.03    0.00    0.00    2.02    0.00    0.00    0.00   38.38
07:00:03 PM  all   63.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   33.00
07:00:04 PM  all   59.41    0.00    2.97    0.00    0.00    1.98    0.00    0.00    0.00   35.64
07:00:05 PM  all   58.59    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   37.37
07:00:06 PM  all   58.00    0.00    3.00    2.00    0.00    2.00    0.00    0.00    0.00   35.00
07:00:07 PM  all   54.00    0.00    3.00    0.00    0.00    2.00    0.00    0.00    0.00   41.00
07:00:08 PM  all   63.37    0.00    2.97    0.00    0.00    1.98    0.00    0.00    0.00   31.68
07:00:09 PM  all   56.57    0.00    4.04    0.00    0.00    1.01    0.00    0.00    0.00   38.38
07:00:10 PM  all   51.49    0.00    3.96    0.00    0.00    1.98    0.00    0.00    0.00   42.57
07:00:11 PM  all   49.02    0.00    3.92    0.98    0.00    1.96    0.00    0.00    0.00   44.12
07:00:12 PM  all   56.57    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   39.39
07:00:13 PM  all   57.00    0.00    3.00    0.00    0.00    2.00    0.00    0.00    0.00   38.00
07:00:14 PM  all   53.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   43.00
07:00:15 PM  all   47.47    0.00    2.02    0.00    0.00    2.02    0.00    0.00    0.00   48.48
07:00:16 PM  all   59.41    0.00    3.96    1.98    0.00    1.98    0.00    0.00    0.00   32.67
07:00:17 PM  all   52.53    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   43.43
07:00:18 PM  all   52.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   44.00
07:00:19 PM  all   61.00    0.00    3.00    0.00    0.00    2.00    0.00    0.00    0.00   34.00
07:00:20 PM  all   53.54    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   42.42
07:00:21 PM  all   56.00    0.00    3.00    1.00    0.00    3.00    0.00    0.00    0.00   37.00
07:00:22 PM  all   58.00    0.00    4.00    0.00    0.00    1.00    0.00    0.00    0.00   37.00
07:00:23 PM  all   59.41    0.99    1.98    0.00    0.00    1.98    0.00    0.00    0.00   35.64
07:00:24 PM  all   59.41    0.00    2.97    0.00    0.00    1.98    0.00    0.00    0.00   35.64
07:00:25 PM  all   44.00    0.00    5.00    3.00    0.00    1.00    0.00    0.00    0.00   47.00
07:00:26 PM  all   58.42    0.00    2.97    0.00    0.00    1.98    0.00    0.00    0.00   36.63
07:00:27 PM  all   45.92    0.00    3.06    0.00    0.00    1.02    0.00    0.00    0.00   50.00
07:00:28 PM  all   63.37    0.00    3.96    0.00    0.00    1.98    0.00    0.00    0.00   30.69
07:00:29 PM  all   60.40    0.00    3.96    0.00    0.00    1.98    0.00    0.00    0.00   33.66
07:00:30 PM  all   60.82    0.00    3.09    1.03    0.00    1.03    0.00    0.00    0.00   34.02
07:00:31 PM  all   52.48    0.00    2.97    0.00    0.00    2.97    0.00    0.00    0.00   41.58
07:00:32 PM  all   63.37    0.00    2.97    0.00    0.00    1.98    0.00    0.00    0.00   31.68
07:00:33 PM  all   53.47    0.00    2.97    0.99    0.00    1.98    0.00    0.00    0.00   40.59
07:00:34 PM  all   59.00    0.00    4.00    0.00    0.00    2.00    0.00    0.00    0.00   35.00
07:00:35 PM  all   53.06    0.00    3.06    0.00    0.00    1.02    0.00    0.00    0.00   42.86
07:00:36 PM  all   62.00    0.00    3.00    0.00    0.00    2.00    0.00    0.00    0.00   33.00
07:00:37 PM  all   50.50    0.00    2.97    0.00    0.00    1.98    0.00    0.00    0.00   44.55
07:00:38 PM  all   57.00    0.00    3.00    0.00    0.00    2.00    0.00    0.00    0.00   38.00
07:00:39 PM  all   54.00    0.00    3.00    0.00    0.00    2.00    0.00    0.00    0.00   41.00
07:00:40 PM  all   63.37    0.00    3.96    0.00    0.00    1.98    0.00    0.00    0.00   30.69
07:00:41 PM  all   60.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   36.00
07:00:42 PM  all   59.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   37.00
07:00:43 PM  all   56.00    0.00    3.00    0.00    0.00    2.00    0.00    0.00    0.00   39.00
07:00:44 PM  all   57.00    0.00    4.00    0.00    0.00    2.00    0.00    0.00    0.00   37.00
07:00:45 PM  all   59.60    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   36.36
07:00:46 PM  all   56.57    0.00    3.03    0.00    0.00    2.02    0.00    0.00    0.00   38.38
07:00:47 PM  all   63.37    0.00    2.97    0.00    0.00    1.98    0.00    0.00    0.00   31.68
07:00:48 PM  all   57.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   39.00
07:00:49 PM  all   57.43    0.00    3.96    0.00    0.00    1.98    0.00    0.00    0.00   36.63
07:00:50 PM  all   52.00    0.00    4.00    0.00    0.00    2.00    0.00    0.00    0.00   42.00
07:00:51 PM  all   59.41    0.00    3.96    0.00    0.00    2.97    0.00    0.00    0.00   33.66
07:00:52 PM  all   64.65    0.00    4.04    0.00    0.00    1.01    0.00    0.00    0.00   30.30
07:00:53 PM  all   56.86    0.00    3.92    0.00    0.00    2.94    0.00    0.00    0.00   36.27
07:00:54 PM  all   55.00    0.00    4.00    0.00    0.00    1.00    0.00    0.00    0.00   40.00
07:00:55 PM  all   59.60    0.00    2.02    0.00    0.00    2.02    0.00    0.00    0.00   36.36
07:00:56 PM  all   54.90    0.00    2.94    0.00    0.00    1.96    0.00    0.00    0.00   40.20
07:00:57 PM  all   51.52    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   44.44
07:00:58 PM  all   61.62    0.00    2.02    0.00    0.00    2.02    0.00    0.00    0.00   34.34
07:00:59 PM  all   56.00    0.00    4.00    0.00    0.00    1.00    0.00    0.00    0.00   39.00
07:01:00 PM  all   55.00    0.00    3.00    0.00    0.00    2.00    0.00    0.00    0.00   40.00
07:01:01 PM  all   59.41    0.00    2.97    0.00    0.00    1.98    0.00    0.00    0.00   35.64
07:01:02 PM  all   54.46    0.00    2.97    0.00    0.00    1.98    0.00    0.00    0.00   40.59
07:01:03 PM  all   57.00    0.00    4.00    2.00    0.00    2.00    0.00    0.00    0.00   35.00
07:01:04 PM  all   60.61    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   35.35
07:01:05 PM  all   57.00    0.00    4.00    0.00    0.00    1.00    0.00    0.00    0.00   38.00
07:01:06 PM  all   58.59    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   37.37
07:01:07 PM  all   48.51    0.00    2.97    0.00    0.00    2.97    0.00    0.00    0.00   45.54
07:01:08 PM  all   70.71    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   26.26
07:01:09 PM  all   56.44    0.00    2.97    0.00    0.00    1.98    0.00    0.00    0.00   38.61
07:01:10 PM  all   59.60    0.00    3.03    0.00    0.00    2.02    0.00    0.00    0.00   35.35
07:01:11 PM  all   50.98    0.00    3.92    0.98    0.00    1.96    0.00    0.00    0.00   42.16
07:01:12 PM  all   43.00    0.00    4.00    0.00    0.00    1.00    0.00    0.00    0.00   52.00
07:01:13 PM  all   57.43    0.00    3.96    0.00    0.00    0.99    0.00    0.00    0.00   37.62
07:01:14 PM  all   61.62    0.00    3.03    0.00    0.00    2.02    0.00    0.00    0.00   33.33
07:01:15 PM  all   62.38    0.00    2.97    0.00    0.00    1.98    0.00    0.00    0.00   32.67
07:01:16 PM  all   56.00    0.00    3.00    0.00    0.00    2.00    0.00    0.00    0.00   39.00
07:01:17 PM  all   54.46    0.00    2.97    0.00    0.00    0.99    0.00    0.00    0.00   41.58
07:01:18 PM  all   52.04    0.00    3.06    0.00    0.00    1.02    0.00    0.00    0.00   43.88
07:01:19 PM  all   51.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   45.00
07:01:20 PM  all   51.52    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   44.44
07:01:21 PM  all   52.00    0.00    4.00    1.00    0.00    0.00    0.00    0.00    0.00   43.00
07:01:22 PM  all   50.51    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   45.45
07:01:23 PM  all   54.00    0.00    4.00    0.00    0.00    1.00    0.00    0.00    0.00   41.00
07:01:24 PM  all   63.37    0.00    2.97    0.00    0.00    1.98    0.00    0.00    0.00   31.68
07:01:25 PM  all   62.63    0.00    4.04    0.00    0.00    1.01    0.00    0.00    0.00   32.32
07:01:26 PM  all   68.63    0.00    2.94    0.00    0.00    1.96    0.00    0.00    0.00   26.47
07:01:27 PM  all   57.58    0.00    4.04    0.00    0.00    1.01    0.00    0.00    0.00   37.37
07:01:28 PM  all   55.00    0.00    4.00    0.00    0.00    2.00    0.00    0.00    0.00   39.00
07:01:29 PM  all   57.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   39.00
07:01:30 PM  all   57.58    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   39.39
07:01:31 PM  all   58.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   38.00
07:01:32 PM  all   54.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
07:01:33 PM  all   41.00    0.00    4.00    0.00    0.00    1.00    0.00    0.00    0.00   54.00
07:01:34 PM  all   50.00    0.00    3.00    2.00    0.00    0.00    0.00    0.00    0.00   45.00
07:01:35 PM  all   48.48    0.00    4.04    0.00    0.00    2.02    0.00    0.00    0.00   45.45
07:01:36 PM  all   51.52    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   44.44
07:01:37 PM  all   64.36    0.00    3.96    0.00    0.00    0.99    0.00    0.00    0.00   30.69
07:01:38 PM  all   57.58    0.00    4.04    0.00    0.00    2.02    0.00    0.00    0.00   36.36
07:01:39 PM  all   58.00    0.00    4.00    0.00    0.00    1.00    0.00    0.00    0.00   37.00
07:01:40 PM  all   58.42    0.00    2.97    0.99    0.00    0.99    0.00    0.00    0.00   36.63
07:01:41 PM  all   48.04    0.00    3.92    0.98    0.00    2.94    0.00    0.00    0.00   44.12
07:01:42 PM  all   49.49    0.00    4.04    0.00    0.00    1.01    0.00    0.00    0.00   45.45
07:01:43 PM  all   49.49    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   47.47
07:01:44 PM  all   42.42    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   54.55
07:01:45 PM  all   51.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   46.00
07:01:46 PM  all   62.75    0.00    2.94    0.00    0.00    0.98    0.00    0.00    0.00   33.33
07:01:47 PM  all   57.58    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   38.38
07:01:48 PM  all   65.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   31.00
07:01:49 PM  all   58.00    0.00    4.00    0.00    0.00    1.00    0.00    0.00    0.00   37.00
07:01:50 PM  all   53.54    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   42.42
07:01:51 PM  all   58.00    0.00    2.00    0.00    0.00    2.00    0.00    0.00    0.00   38.00
07:01:52 PM  all   59.00    0.00    4.00    0.00    0.00    2.00    0.00    0.00    0.00   35.00
07:01:53 PM  all   49.50    0.00    4.95    0.00    0.00    1.98    0.00    0.00    0.00   43.56
07:01:54 PM  all   49.49    0.00    3.03    0.00    0.00    2.02    0.00    0.00    0.00   45.45
07:01:55 PM  all   47.47    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   48.48
07:01:56 PM  all   55.56    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   40.40
07:01:57 PM  all   39.60    0.00    4.95    0.00    0.00    0.99    0.00    0.00    0.00   54.46
07:01:58 PM  all   56.57    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   41.41
07:01:59 PM  all   61.39    0.99    2.97    0.00    0.00    0.99    0.00    0.00    0.00   33.66
07:02:00 PM  all   62.38    0.00    3.96    0.00    0.00    1.98    0.00    0.00    0.00   31.68
07:02:01 PM  all   58.59    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   37.37
07:02:02 PM  all   52.94    0.00    3.92    0.00    0.00    2.94    0.00    0.00    0.00   40.20
07:02:03 PM  all   55.10    0.00    3.06    0.00    0.00    1.02    0.00    0.00    0.00   40.82
07:02:04 PM  all   60.40    0.00    2.97    0.00    0.00    2.97    0.00    0.00    0.00   33.66
07:02:05 PM  all   47.47    0.00    4.04    0.00    0.00    1.01    0.00    0.00    0.00   47.47
07:02:06 PM  all   42.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   54.00
07:02:07 PM  all   60.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
07:02:08 PM  all   64.65    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   32.32
07:02:09 PM  all   31.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   65.00
07:02:10 PM  all   51.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   45.00
07:02:11 PM  all   47.47    0.00    4.04    2.02    0.00    0.00    0.00    0.00    0.00   46.46
07:02:12 PM  all   54.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   42.00
07:02:13 PM  all   40.82    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   55.10
07:02:14 PM  all   54.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   42.00
07:02:15 PM  all   41.24    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   56.70
07:02:16 PM  all   67.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   29.00
07:02:17 PM  all   60.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   36.00
07:02:18 PM  all   52.53    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   43.43
07:02:19 PM  all   60.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
07:02:20 PM  all   50.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   47.00
07:02:21 PM  all   41.84    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   56.12
07:02:22 PM  all   48.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   48.00
07:02:23 PM  all   55.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   41.00
07:02:24 PM  all   45.92    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   51.02
07:02:25 PM  all   67.00    0.00    4.00    0.00    0.00    1.00    0.00    0.00    0.00   28.00
07:02:26 PM  all   41.84    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   55.10
07:02:27 PM  all   60.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
07:02:28 PM  all   60.00    0.00    4.00    0.00    0.00    1.00    0.00    0.00    0.00   35.00
07:02:29 PM  all   45.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   51.00
07:02:30 PM  all   53.54    0.00    2.02    3.03    0.00    0.00    0.00    0.00    0.00   41.41
07:02:31 PM  all   45.45    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   51.52
07:02:32 PM  all   67.68    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   29.29
07:02:33 PM  all   30.61    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   66.33
07:02:34 PM  all   53.47    0.00    2.97    0.00    0.00    0.99    0.00    0.00    0.00   42.57
07:02:35 PM  all   45.00    0.00    4.00    2.00    0.00    0.00    0.00    0.00    0.00   49.00
07:02:36 PM  all   66.67    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   29.29
07:02:37 PM  all   64.65    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   31.31
07:02:38 PM  all   49.50    0.00    3.96    0.00    0.00    1.98    0.00    0.00    0.00   44.55
07:02:39 PM  all   25.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   72.00
07:02:40 PM  all    1.01    0.00    3.03    2.02    0.00    0.00    0.00    0.00    0.00   93.94
07:02:41 PM  all    1.02    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   94.90
07:02:42 PM  all    2.94    0.98    3.92    0.00    0.00    0.98    0.00    0.00    0.00   91.18
07:02:43 PM  all    1.02    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   94.90
07:02:44 PM  all    2.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
07:02:45 PM  all    6.06    0.00    4.04    1.01    0.00    0.00    0.00    0.00    0.00   88.89
07:02:46 PM  all    1.01    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   95.96
07:02:47 PM  all    6.06    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   89.90
07:02:48 PM  all    1.01    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   93.94
07:02:49 PM  all    2.04    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   93.88
07:02:50 PM  all    3.00    0.00    4.00    2.00    0.00    0.00    0.00    0.00    0.00   91.00
07:02:51 PM  all    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95
07:02:52 PM  all    2.02    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   94.95
07:02:53 PM  all    2.02    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   93.94
07:02:54 PM  all    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95
07:02:55 PM  all    1.03    0.00    3.09    2.06    0.00    0.00    0.00    0.00    0.00   93.81
07:02:56 PM  all    2.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
07:02:57 PM  all    2.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
07:02:58 PM  all    2.02    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   94.95
07:02:59 PM  all    6.12    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   90.82
07:03:00 PM  all    2.00    0.00    4.00    3.00    0.00    0.00    0.00    0.00    0.00   91.00
07:03:01 PM  all    2.02    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   93.94
07:03:02 PM  all    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95
07:03:03 PM  all    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95
07:03:04 PM  all    2.02    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   93.94
07:03:05 PM  all    1.01    0.00    5.05    1.01    0.00    0.00    0.00    0.00    0.00   92.93
07:03:06 PM  all    1.00    0.00    4.00    1.00    0.00    1.00    0.00    0.00    0.00   93.00
07:03:07 PM  all    2.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
07:03:08 PM  all    2.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
