event,time,req_id,user_id,val1,val2
ARRIVAL,164778.686,19268,1212,161.665,21210.832
TIMEOUT,164780.882,10946,2641
ARRIVAL,164784.870,19269,2439,161.236,20195.848
TIMEOUT,164797.160,10835,2356
TIMEOUT,164805.655,10493,1839
ARRIVAL,164806.065,19270,756,188.864,24084.488
ARRIVAL,164806.068,19271,1309,56.716,21934.653
ARRIVAL,164815.506,19272,1377,79.212,29762.284
TIMEOUT,164827.409,10280,2964
ARRIVAL,164834.798,19273,898,14.198,23817.849
ARRIVAL,164836.926,19274,2152,16.817,26782.332
ARRIVAL,164840.887,19275,430,24.956,26917.575
ARRIVAL,164841.807,19276,1927,112.567,27120.968
ARRIVAL,164855.406,19277,1519,99.277,27068.153
TIMEOUT,164860.214,10984,2582
TIMEOUT,164861.222,10798,2419
TIMEOUT,164867.037,10542,49
ARRIVAL,164869.376,19278,2381,45.429,25617.203
TIMEOUT,164885.717,10595,1748
TIMEOUT,164907.090,10405,2009
TIMEOUT,164909.023,10758,2953
ARRIVAL,164923.411,19279,488,64.825,24837.890
TIMEOUT,164926.029,10296,666
ARRIVAL,164927.599,19280,1011,6.892,20970.400
ARRIVAL,164930.854,19281,2831,33.613,22994.685
ARRIVAL,164933.655,19282,1828,35.117,29131.405
ARRIVAL,164936.644,19283,561,80.452,28818.325
ARRIVAL,164963.612,19284,491,70.616,26641.970
TIMEOUT,164970.272,10886,2639
TIMEOUT,164975.271,10811,2269
ARRIVAL,164998.376,19285,49,42.766,26106.584
ARRIVAL,165008.237,19286,2389,7.032,29971.738
ARRIVAL,165009.980,19287,1774,77.546,25398.052
ARRIVAL,165018.419,19288,339,29.175,26883.603
TIMEOUT,165024.046,10844,2930
TIMEOUT,165028.073,10808,154
ARRIVAL,165030.007,19289,2514,23.802,24724.550
ARRIVAL,165044.250,19290,1450,65.156,26327.901
ARRIVAL,165049.537,19291,1058,29.832,21284.590
ARRIVAL,165055.590,19292,1226,81.018,23606.434
TIMEOUT,165056.888,10959,710
ARRIVAL,165060.935,19293,2360,52.790,20273.967
ARRIVAL,165063.468,19294,2737,107.193,20219.484
TIMEOUT,165068.019,10264,1198
ARRIVAL,165077.808,19295,2085,38.967,21098.466
ARRIVAL,165087.338,19296,1775,115.821,28420.411
ARRIVAL,165091.349,19297,2240,99.132,27361.258
TIMEOUT,165092.185,10889,1272
ARRIVAL,165092.527,19298,2888,6.422,25988.837
ARRIVAL,165102.087,19299,627,74.788,24313.912
TIMEOUT,165106.730,10147,2486
ARRIVAL,165108.512,19300,1258,70.984,26942.430
ARRIVAL,165108.915,19301,2387,3.062,22856.357
ARRIVAL,165109.727,19302,708,84.111,25409.920
ARRIVAL,165110.098,19303,565,93.868,29385.338
TIMEOUT,165113.794,10963,129
TIMEOUT,165115.016,10928,316
TIMEOUT,165130.804,10995,780
ARRIVAL,165141.355,19304,2740,335.591,29167.759
TIMEOUT,165150.599,10998,281
TIMEOUT,165151.725,10739,2866
ARRIVAL,165168.056,19305,2091,74.247,24556.417
ARRIVAL,165183.487,19306,595,55.235,24368.367
TIMEOUT,165191.733,10233,2364
ARRIVAL,165200.389,19307,67,46.165,29327.580
ARRIVAL,165200.656,19308,2459,20.530,21946.721
TIMEOUT,165209.958,10937,2708
TIMEOUT,165216.182,10777,962
ARRIVAL,165218.947,19309,285,87.704,24044.743
TIMEOUT,165219.498,11001,675
TIMEOUT,165223.012,10898,1323
TIMEOUT,165225.543,10932,378
ARRIVAL,165229.756,19310,1306,33.195,26101.163
ARRIVAL,165237.348,19311,821,122.289,29934.533
ARRIVAL,165238.688,19312,1967,49.726,20223.180
ARRIVAL,165244.692,19313,2659,87.885,26934.991
TIMEOUT,165246.197,10748,1274
ARRIVAL,165249.186,19314,2599,27.086,21148.541
ARRIVAL,165250.701,19315,2348,1.462,29098.044
ARRIVAL,165277.325,19316,409,2.575,27827.854
ARRIVAL,165278.090,19317,2153,105.547,26573.385
ARRIVAL,165281.526,19318,619,41.027,20454.289
TIMEOUT,165289.054,10975,1302
TIMEOUT,165298.003,10533,325
TIMEOUT,165300.763,11005,2456
TIMEOUT,165302.810,10624,2126
ARRIVAL,165316.926,19319,1177,14.530,25306.958
ARRIVAL,165322.234,19320,450,104.104,28908.972
ARRIVAL,165328.957,19321,1723,14.325,26889.862
TIMEOUT,165340.025,10441,2663
ARRIVAL,165343.866,19322,357,67.862,27703.411
ARRIVAL,165358.567,19323,2467,13.824,28928.384
TIMEOUT,165369.879,10943,42
ARRIVAL,165378.043,19324,348,4.570,24355.432
ARRIVAL,165378.379,19325,1369,41.272,25623.062
ARRIVAL,165378.792,19326,2909,23.684,23516.529
TIMEOUT,165388.983,10980,484
TIMEOUT,165389.864,10832,2497
TIMEOUT,165390.341,10979,2248
ARRIVAL,165392.199,19327,2576,13.604,23057.609
TIMEOUT,165394.113,10670,572
TIMEOUT,165394.351,11007,1512
ARRIVAL,165400.326,19328,2042,1.890,24397.158
ARRIVAL,165409.047,19329,444,93.230,29631.557
ARRIVAL,165409.520,19330,1762,89.745,28172.037
TIMEOUT,165431.695,10982,2186
ARRIVAL,165435.619,19331,1083,18.493,20576.221
ARRIVAL,165439.359,19332,1360,34.983,27106.262
ARRIVAL,165443.165,19333,2622,41.206,29629.873
ARRIVAL,165445.179,19334,2076,53.558,24435.950
ARRIVAL,165455.043,19335,1364,229.009,24945.070
TIMEOUT,165461.757,10911,2406
ARRIVAL,165473.325,19336,1792,81.812,26084.667
TIMEOUT,165486.658,10731,1271
TIMEOUT,165487.366,10951,640
ARRIVAL,165488.657,19337,216,19.288,24863.469
ARRIVAL,165489.998,19338,1885,66.560,25670.444
ARRIVAL,165498.398,19339,22,29.097,22968.149
TIMEOUT,165499.397,10910,2927
ARRIVAL,165507.504,19340,1355,3.623,28471.208
TIMEOUT,165514.166,11016,1444
ARRIVAL,165517.097,19341,2687,7.999,23896.013
TIMEOUT,165525.988,10756,1276
TIMEOUT,165529.418,10885,678
TIMEOUT,165533.376,10456,1053
TIMEOUT,165534.167,10730,2559
ARRIVAL,165536.577,19342,2286,2.252,23933.726
ARRIVAL,165554.790,19343,2191,31.394,27013.112
ARRIVAL,165555.013,19344,106,5.749,27944.709
TIMEOUT,165565.185,10675,2967
ARRIVAL,165565.981,19345,1286,1.586,25064.197
ARRIVAL,165567.131,19346,1172,49.373,21270.310
TIMEOUT,165573.850,10883,2780
ARRIVAL,165574.637,19347,787,97.023,28531.993
ARRIVAL,165575.404,19348,2567,81.508,23582.454
ARRIVAL,165577.253,19349,2507,114.290,20817.216
ARRIVAL,165579.418,19350,2028,21.524,24131.620
TIMEOUT,165582.302,10919,289
ARRIVAL,165587.684,19351,1994,8.081,23348.387
ARRIVAL,165589.474,19352,2232,47.547,21551.240
TIMEOUT,165591.392,10548,1951
ARRIVAL,165595.721,19353,895,47.018,21236.427
ARRIVAL,165598.787,19354,530,9.625,26378.438
TIMEOUT,165609.795,10691,2420
TIMEOUT,165619.959,11020,145
ARRIVAL,165630.244,19355,368,6.809,27732.338
TIMEOUT,165630.458,10769,1283
ARRIVAL,165637.450,19356,1234,4.923,26685.140
TIMEOUT,165637.877,10852,2194
TIMEOUT,165642.264,11021,113
TIMEOUT,165655.956,11022,2571
ARRIVAL,165657.266,19357,2722,51.514,26442.600
ARRIVAL,165662.155,19358,650,16.613,25619.781
ARRIVAL,165688.381,19359,154,59.549,24084.900
TIMEOUT,165690.076,10509,198
ARRIVAL,165694.799,19360,2785,78.497,23731.159
ARRIVAL,165715.056,19361,2768,144.384,22311.755
ARRIVAL,165720.548,19362,1989,22.244,23492.239
ARRIVAL,165731.285,19363,2790,30.629,29908.420
ARRIVAL,165734.197,19364,2777,23.168,21910.624
ARRIVAL,165742.155,19365,1858,8.764,28825.972
ARRIVAL,165746.974,19366,2889,62.343,25958.214
ARRIVAL,165752.652,19367,575,1.328,25456.302
ARRIVAL,165759.550,19368,1604,10.682,22243.530
ARRIVAL,165772.475,19369,425,62.924,29022.094
TIMEOUT,165782.131,10894,1792
TIMEOUT,165784.039,10572,1737
TIMEOUT,165797.539,10860,1288
ARRIVAL,165800.679,19370,2754,80.443,26801.850
ARRIVAL,165805.111,19371,2972,51.012,28033.172
TIMEOUT,165809.885,10938,2093
TIMEOUT,165835.249,11033,1475
ARRIVAL,165853.406,19372,1979,22.989,20689.122
ARRIVAL,165855.641,19373,604,81.129,27902.506
ARRIVAL,165860.946,19374,1620,3.279,26636.308
ARRIVAL,165867.329,19375,192,3.984,22132.853
TIMEOUT,165870.679,10868,494
TIMEOUT,165880.944,11037,111
TIMEOUT,165890.912,10974,1458
TIMEOUT,165900.370,10052,1693
ARRIVAL,165903.572,19376,2978,59.856,28856.750
TIMEOUT,165907.538,10976,2643
TIMEOUT,165918.083,11038,1398
TIMEOUT,165924.728,10942,1901
ARRIVAL,165937.066,19377,213,75.355,25570.189
ARRIVAL,165945.452,19378,2281,169.643,27825.555
ARRIVAL,165948.017,19379,2618,12.995,24551.372
TIMEOUT,165971.398,10318,2418
TIMEOUT,165978.172,10977,950
ARRIVAL,165978.489,19380,900,129.827,28525.509
ARRIVAL,165990.792,19381,208,4.143,27117.898
ARRIVAL,165992.433,19382,288,74.661,20564.325
TIMEOUT,165996.899,11046,2631
ARRIVAL,166002.750,19383,2885,47.459,22034.823
ARRIVAL,166005.455,19384,759,3.773,25094.403
ARRIVAL,166008.383,19385,1523,85.038,22679.399
ARRIVAL,166014.479,19386,2110,45.248,25436.891
ARRIVAL,166023.277,19387,1403,54.329,21388.417
ARRIVAL,166023.386,19388,1893,25.003,29876.955
TIMEOUT,166024.785,10721,177
TIMEOUT,166037.044,10875,1097
ARRIVAL,166041.612,19389,226,32.572,28855.755
TIMEOUT,166045.262,11009,1940
TIMEOUT,166045.927,10981,2047
TIMEOUT,166048.257,10289,750
TIMEOUT,166062.226,10714,2838
ARRIVAL,166075.384,19390,827,369.700,27765.728
ARRIVAL,166077.785,19391,2304,186.328,28225.860
TIMEOUT,166091.116,10500,1528
ARRIVAL,166091.440,19392,2578,132.585,24249.063
TIMEOUT,166093.717,11050,799
TIMEOUT,166110.024,10987,730
TIMEOUT,166112.527,10914,2395
ARRIVAL,166113.964,19393,1761,56.183,25693.878
TIMEOUT,166120.709,10762,1692
ARRIVAL,166124.715,19394,2856,187.036,21259.958
ARRIVAL,166128.864,19395,2864,281.931,20490.770
ARRIVAL,166130.411,19396,746,37.330,24762.244
ARRIVAL,166142.554,19397,1114,25.631,21074.456
TIMEOUT,166151.964,10880,583
ARRIVAL,166154.888,19398,428,19.277,25965.301
ARRIVAL,166157.922,19399,2046,61.419,25127.064
ARRIVAL,166160.042,19400,1402,95.502,23753.181
ARRIVAL,166171.748,19401,1718,106.475,27975.340
TIMEOUT,166172.136,10887,158
ARRIVAL,166178.904,19402,144,20.110,24296.049
ARRIVAL,166190.100,19403,329,4.448,23717.468
ARRIVAL,166197.354,19404,1192,162.579,29700.113
ARRIVAL,166198.600,19405,544,35.765,22469.660
ARRIVAL,166203.326,19406,2964,51.502,24213.316
ARRIVAL,166213.720,19407,1853,91.686,25616.784
TIMEOUT,166220.703,10915,657
ARRIVAL,166223.124,19408,1997,10.074,24748.350
TIMEOUT,166234.958,10991,1322
ARRIVAL,166239.402,19409,1407,34.653,22346.673
ARRIVAL,166248.058,19410,2518,200.412,23554.658
TIMEOUT,166252.003,10924,56
ARRIVAL,166257.227,19411,720,33.905,23253.149
TIMEOUT,166269.812,10604,1963
ARRIVAL,166270.213,19412,2462,29.878,23776.925
ARRIVAL,166273.564,19413,2269,0.543,23299.918
TIMEOUT,166279.356,10992,2163
ARRIVAL,166283.761,19414,1981,14.781,21736.540
ARRIVAL,166291.522,19415,2013,66.218,20290.332
TIMEOUT,166301.099,10469,1834
TIMEOUT,166301.319,10854,481
ARRIVAL,166301.566,19416,1965,85.441,27560.825
ARRIVAL,166302.381,19417,1251,115.050,24515.491
ARRIVAL,166308.419,19418,628,39.085,22984.190
ARRIVAL,166308.992,19419,345,111.920,25066.960
ARRIVAL,166309.665,19420,1387,57.684,29274.451
ARRIVAL,166319.299,19421,979,74.992,29225.030
TIMEOUT,166324.636,11025,501
ARRIVAL,166340.746,19422,666,12.715,24021.845
ARRIVAL,166357.436,19423,2249,39.574,20739.224
TIMEOUT,166359.940,10965,2168
TIMEOUT,166373.906,11029,580
TIMEOUT,166378.268,10611,558
TIMEOUT,166385.858,11028,2611
ARRIVAL,166388.302,19424,165,224.027,24130.541
ARRIVAL,166389.534,19425,2881,159.020,21490.731
ARRIVAL,166393.650,19426,2113,8.758,26099.738
ARRIVAL,166398.660,19427,2357,1.131,23254.242
ARRIVAL,166402.452,19428,1200,149.062,22399.338
ARRIVAL,166404.682,19429,1900,118.815,22014.200
ARRIVAL,166407.242,19430,2595,48.134,29134.635
TIMEOUT,166422.140,11031,1920
ARRIVAL,166427.385,19431,1242,31.444,29528.741
TIMEOUT,166464.599,10869,1771
TIMEOUT,166471.423,11003,1755
ARRIVAL,166478.748,19432,1086,33.348,23671.152
ARRIVAL,166489.980,19433,1710,10.770,25748.301
ARRIVAL,166501.408,19434,599,72.263,23215.680
ARRIVAL,166501.716,19435,2053,16.438,29248.890
TIMEOUT,166505.351,10781,2348
TIMEOUT,166515.659,10785,1612
ARRIVAL,166526.304,19436,483,68.090,25151.519
ARRIVAL,166527.591,19437,1625,87.035,29046.176
ARRIVAL,166533.324,19438,1007,30.584,26833.397
ARRIVAL,166537.519,19439,2144,18.423,22234.797
TIMEOUT,166543.041,10902,1987
TIMEOUT,166543.767,10717,479
ARRIVAL,166552.497,19440,1839,73.462,24969.198
ARRIVAL,166554.244,19441,2810,32.214,26050.225
ARRIVAL,166557.554,19442,1737,34.001,21314.163
ARRIVAL,166562.063,19443,1430,51.199,25484.373
ARRIVAL,166566.788,19444,616,8.920,25540.742
ARRIVAL,166567.400,19445,2145,17.691,25979.130
TIMEOUT,166569.621,11042,1113
TIMEOUT,166575.684,10837,975
TIMEOUT,166580.157,10583,2946
ARRIVAL,166586.088,19446,2656,30.973,21148.651
TIMEOUT,166587.253,10871,419
TIMEOUT,166588.746,10627,935
ARRIVAL,166589.847,19447,2279,60.641,23826.423
ARRIVAL,166592.860,19448,316,88.064,23244.643
ARRIVAL,166595.373,19449,1923,15.879,26333.340
ARRIVAL,166600.969,19450,63,2.955,27964.639
TIMEOUT,166603.460,11083,2508
ARRIVAL,166607.719,19451,1155,86.992,24176.361
TIMEOUT,166626.298,11084,2827
TIMEOUT,166629.737,10726,1014
TIMEOUT,166630.892,10797,298
ARRIVAL,166632.047,19452,1700,154.329,25878.530
TIMEOUT,166632.582,11044,2804
ARRIVAL,166633.795,19453,2901,97.304,24102.219
TIMEOUT,166636.380,10878,2002
ARRIVAL,166639.908,19454,911,94.012,29224.321
ARRIVAL,166639.979,19455,2648,6.573,25046.270
ARRIVAL,166641.372,19456,1795,10.327,29502.613
TIMEOUT,166653.407,11010,2037
ARRIVAL,166663.132,19457,2614,129.552,21052.968
ARRIVAL,166673.300,19458,1907,10.077,23073.207
ARRIVAL,166680.977,19459,2770,39.707,21071.219
ARRIVAL,166685.157,19460,2036,22.652,27242.479
TIMEOUT,166687.448,10908,900
ARRIVAL,166690.741,19461,801,118.585,28831.886
ARRIVAL,166693.041,19462,325,7.409,29961.080
ARRIVAL,166695.456,19463,657,83.968,23946.961
TIMEOUT,166695.547,11091,73
TIMEOUT,166702.562,10764,384
ARRIVAL,166702.600,19464,1356,23.315,29934.071
TIMEOUT,166704.556,11093,279
TIMEOUT,166712.948,11015,471
ARRIVAL,166713.746,19465,1687,3.100,23158.458
TIMEOUT,166718.008,10376,912
TIMEOUT,166725.741,11057,490
ARRIVAL,166748.721,19466,962,47.756,24225.758
ARRIVAL,166754.454,19467,1265,22.552,24942.053
ARRIVAL,166758.336,19468,2672,148.047,22724.803
ARRIVAL,166769.452,19469,998,139.022,23078.779
ARRIVAL,166770.440,19470,74,13.438,20489.074
ARRIVAL,166785.318,19471,1235,60.795,20358.279
ARRIVAL,166791.115,19472,1667,44.938,22359.788
TIMEOUT,166795.690,10954,2795
ARRIVAL,166796.786,19473,1833,18.057,21309.413
ARRIVAL,166799.628,19474,783,78.487,24897.006
TIMEOUT,166806.047,10690,2726
TIMEOUT,166806.886,10841,75
TIMEOUT,166812.420,11062,212
ARRIVAL,166836.489,19475,1560,5.736,28951.048
TIMEOUT,166856.005,10141,1233
TIMEOUT,166862.232,10561,161
TIMEOUT,166865.846,10960,491
ARRIVAL,166876.606,19476,2168,35.806,28113.840
ARRIVAL,166878.141,19477,2236,40.831,23505.693
TIMEOUT,166881.440,10994,1425
TIMEOUT,166881.623,10594,2573
ARRIVAL,166914.234,19478,417,16.885,29783.788
ARRIVAL,166935.939,19479,1174,40.445,28297.715
ARRIVAL,166939.732,19480,2838,44.283,24988.709
TIMEOUT,166941.064,10465,1122
TIMEOUT,166943.123,10815,1205
ARRIVAL,166944.995,19481,2882,180.974,28610.881
TIMEOUT,166953.445,11026,225
TIMEOUT,166957.084,11105,2305
ARRIVAL,166990.728,19482,643,60.005,27574.764
ARRIVAL,166992.814,19483,2282,30.942,25500.752
ARRIVAL,166994.328,19484,2783,34.823,26058.326
TIMEOUT,167002.355,11034,121
TIMEOUT,167009.293,10968,2474
TIMEOUT,167012.119,11069,2640
TIMEOUT,167013.518,11030,2924
ARRIVAL,167020.034,19485,2852,42.332,25339.857
ARRIVAL,167022.923,19486,1859,215.636,21112.635
ARRIVAL,167029.914,19487,108,88.064,26595.931
TIMEOUT,167031.685,10820,899
ARRIVAL,167033.553,19488,2204,10.594,29659.019
TIMEOUT,167035.785,10230,2036
ARRIVAL,167056.273,19489,2199,39.470,27113.529
TIMEOUT,167058.320,10115,1707
ARRIVAL,167061.058,19490,344,80.781,29047.362
TIMEOUT,167067.092,11074,2246
ARRIVAL,167069.269,19491,43,130.803,24780.801
TIMEOUT,167073.517,10562,621
ARRIVAL,167076.827,19492,2522,9.759,23384.524
ARRIVAL,167100.174,19493,1641,1.850,26239.284
ARRIVAL,167110.435,19494,312,39.076,24087.449
ARRIVAL,167113.701,19495,2375,14.685,26676.104
ARRIVAL,167129.866,19496,2529,7.777,27628.761
ARRIVAL,167133.061,19497,1152,163.102,27457.933
ARRIVAL,167133.944,19498,383,6.726,20176.742
TIMEOUT,167136.922,10836,1108
TIMEOUT,167140.828,10786,41
ARRIVAL,167142.660,19499,2665,50.472,22545.454
ARRIVAL,167157.946,19500,1514,20.830,25079.179
ARRIVAL,167159.854,19501,2623,39.197,28002.364
TIMEOUT,167160.830,11117,2198
TIMEOUT,167161.755,10978,2544
TIMEOUT,167167.071,10581,676
TIMEOUT,167177.024,10796,63
TIMEOUT,167180.537,11006,2593
ARRIVAL,167186.603,19502,2693,27.702,21004.432
ARRIVAL,167199.192,19503,841,5.626,25242.641
ARRIVAL,167223.552,19504,729,88.794,29180.432
ARRIVAL,167225.092,19505,1228,19.834,20894.842
TIMEOUT,167227.096,11125,183
ARRIVAL,167232.893,19506,2367,48.193,28605.937
TIMEOUT,167235.374,11123,804
ARRIVAL,167244.970,19507,2608,119.981,27746.304
ARRIVAL,167251.062,19508,2931,102.293,22315.003
ARRIVAL,167256.603,19509,2162,65.051,25834.531
TIMEOUT,167257.763,10879,468
ARRIVAL,167268.332,19510,2072,27.068,22437.594
TIMEOUT,167274.462,11089,1090
ARRIVAL,167282.554,19511,1335,248.657,26086.452
ARRIVAL,167282.670,19512,1153,12.046,28988.082
TIMEOUT,167298.774,11090,285
TIMEOUT,167304.707,11131,2760
ARRIVAL,167310.469,19513,1598,52.884,21201.546
ARRIVAL,167336.811,19514,1271,17.576,28907.514
TIMEOUT,167337.060,10805,2630
ARRIVAL,167338.901,19515,848,3.232,27681.026
TIMEOUT,167340.461,10989,1947
TIMEOUT,167368.521,11054,841
ARRIVAL,167373.141,19516,2146,33.844,26273.467
TIMEOUT,167381.813,10881,2952
TIMEOUT,167382.194,10990,4
TIMEOUT,167389.542,10812,1538
ARRIVAL,167394.051,19517,2843,35.643,22547.657
ARRIVAL,167395.343,19518,564,35.092,24418.703
TIMEOUT,167400.342,10958,1984
ARRIVAL,167400.575,19519,1328,54.166,27938.606
TIMEOUT,167401.162,11058,1687
ARRIVAL,167439.037,19520,2333,141.093,28114.958
ARRIVAL,167442.412,19521,1290,84.449,24333.178
ARRIVAL,167450.450,19522,504,115.651,21714.605
ARRIVAL,167452.469,19523,1799,126.579,21634.776
ARRIVAL,167458.355,19524,2632,167.218,28643.442
TIMEOUT,167477.883,10516,2693
TIMEOUT,167478.423,11102,685
ARRIVAL,167482.917,19525,2950,49.688,20869.006
ARRIVAL,167485.034,19526,1378,65.651,24350.161
ARRIVAL,167488.693,19527,2826,262.398,29036.958
ARRIVAL,167500.087,19528,1232,102.659,20483.799
ARRIVAL,167511.058,19529,1634,14.155,23902.158
TIMEOUT,167523.637,10997,440
TIMEOUT,167531.362,11068,2033
ARRIVAL,167535.372,19530,1744,134.313,21057.310
TIMEOUT,167535.518,10925,833
ARRIVAL,167540.271,19531,1337,123.660,22696.103
TIMEOUT,167547.454,11145,255
TIMEOUT,167555.804,10891,1306
TIMEOUT,167567.149,10962,2440
TIMEOUT,167585.124,10106,2741
ARRIVAL,167586.640,19532,2958,70.783,29174.005
ARRIVAL,167588.141,19533,936,30.632,22610.289
ARRIVAL,167592.513,19534,1401,29.094,25308.035
TIMEOUT,167595.950,10899,1816
TIMEOUT,167607.992,11070,2701
TIMEOUT,167617.347,10704,1309
ARRIVAL,167619.277,19535,1190,60.491,20780.809
ARRIVAL,167621.974,19536,1117,37.196,24779.482
ARRIVAL,167626.099,19537,912,67.364,26019.706
TIMEOUT,167627.517,10818,246
TIMEOUT,167632.211,10742,2909
TIMEOUT,167640.608,10707,1021
TIMEOUT,167646.843,10787,917
TIMEOUT,167664.555,11032,2158
ARRIVAL,167674.705,19538,592,101.966,29342.690
TIMEOUT,167678.746,11156,2306
TIMEOUT,167689.403,10863,254
ARRIVAL,167694.165,19539,2227,24.133,22430.334
ARRIVAL,167704.321,19540,1365,17.461,27629.169
ARRIVAL,167705.063,19541,1681,117.560,23460.332
ARRIVAL,167707.197,19542,1069,35.325,23510.743
TIMEOUT,167710.219,10935,2584
ARRIVAL,167711.309,19543,863,15.763,23983.724
ARRIVAL,167715.299,19544,1070,208.511,27375.900
TIMEOUT,167738.120,11159,745
ARRIVAL,167743.329,19545,945,25.408,22358.046
TIMEOUT,167746.838,11158,2315
TIMEOUT,167759.220,11115,2879
ARRIVAL,167770.806,19546,210,218.659,24684.972
TIMEOUT,167777.463,11162,534
TIMEOUT,167791.250,11122,2288
ARRIVAL,167798.938,19547,2503,12.282,20860.077
TIMEOUT,167801.532,10947,2868
ARRIVAL,167823.323,19548,384,100.214,22211.200
ARRIVAL,167833.449,19549,2689,11.024,26052.148
ARRIVAL,167859.341,19550,1921,162.791,27043.679
ARRIVAL,167859.495,19551,114,509.037,24680.174
ARRIVAL,167872.536,19552,311,129.247,26010.242
ARRIVAL,167873.153,19553,2420,25.055,24634.218
ARRIVAL,167875.949,19554,2967,49.011,25579.368
ARRIVAL,167892.463,19555,1166,59.385,25677.435
ARRIVAL,167898.186,19556,2795,19.676,20368.887
ARRIVAL,167904.314,19557,1951,8.130,22414.740
TIMEOUT,167919.959,11168,747
ARRIVAL,167922.571,19558,1060,12.771,26671.802
ARRIVAL,167927.559,19559,2048,98.606,20731.992
ARRIVAL,167928.343,19560,2112,68.929,20579.110
ARRIVAL,167932.653,19561,701,109.883,25924.892
ARRIVAL,167935.518,19562,1348,35.350,25953.364
TIMEOUT,167936.346,10641,1806
ARRIVAL,167936.365,19563,1125,22.967,26469.945
ARRIVAL,167942.919,19564,2863,86.109,26141.513
ARRIVAL,167943.079,19565,1144,79.565,26467.668
ARRIVAL,167952.390,19566,2663,17.312,24016.859
ARRIVAL,167956.831,19567,699,92.427,23114.511
ARRIVAL,167964.320,19568,1490,1.664,29229.446
ARRIVAL,167974.310,19569,891,27.783,29931.455
ARRIVAL,167979.086,19570,903,13.066,28460.374
ARRIVAL,167996.188,19571,598,6.183,24724.115
ARRIVAL,168000.489,19572,1711,42.397,25368.027
TIMEOUT,168004.466,11135,149
ARRIVAL,168006.871,19573,1025,65.992,20429.094
ARRIVAL,168013.854,19574,2106,45.163,28625.766
ARRIVAL,168014.264,19575,541,26.683,21415.811
TIMEOUT,168015.927,10882,563
ARRIVAL,168017.543,19576,646,0.418,29398.084
TIMEOUT,168025.838,11059,339
ARRIVAL,168034.869,19577,1184,1.378,23270.219
TIMEOUT,168038.316,11061,1858
TIMEOUT,168044.479,10916,2632
ARRIVAL,168045.130,19578,718,2.415,26418.542
TIMEOUT,168054.256,10773,2965
TIMEOUT,168059.815,10918,758
TIMEOUT,168063.089,11098,2062
TIMEOUT,168065.674,11065,2130
ARRIVAL,168072.995,19579,2334,22.563,25318.176
ARRIVAL,168074.515,19580,2382,26.153,27282.192
ARRIVAL,168078.360,19581,519,84.230,24977.574
TIMEOUT,168078.645,11140,1328
TIMEOUT,168081.001,10809,1995
ARRIVAL,168086.747,19582,1961,0.914,21378.453
ARRIVAL,168094.789,19583,453,148.179,26680.276
ARRIVAL,168100.644,19584,452,63.740,22431.398
TIMEOUT,168105.016,10346,2993
TIMEOUT,168105.326,11103,1068
ARRIVAL,168122.532,19585,983,163.152,26927.269
TIMEOUT,168125.662,11181,822
TIMEOUT,168131.003,11104,1051
TIMEOUT,168138.234,10698,714
TIMEOUT,168142.563,10896,2177
ARRIVAL,168156.373,19586,766,132.154,26438.129
ARRIVAL,168156.975,19587,2761,20.611,23347.050
TIMEOUT,168165.376,11000,2704
ARRIVAL,168167.238,19588,2724,12.001,25624.369
ARRIVAL,168170.368,19589,2215,34.185,24357.993
TIMEOUT,168172.290,11148,536
ARRIVAL,168175.118,19590,2908,16.422,29084.741
ARRIVAL,168176.055,19591,563,12.935,28364.931
ARRIVAL,168183.980,19592,2057,11.415,23974.862
ARRIVAL,168185.610,19593,1995,3.545,23747.894
ARRIVAL,168189.563,19594,1870,145.223,26140.341
ARRIVAL,168200.396,19595,2242,50.807,21956.394
TIMEOUT,168204.635,10527,2986
ARRIVAL,168204.990,19596,2688,164.007,23759.794
TIMEOUT,168205.533,10973,2591
ARRIVAL,168215.233,19597,1821,345.743,26350.018
TIMEOUT,168218.924,11154,2049
ARRIVAL,168226.287,19598,100,366.120,20521.712
TIMEOUT,168240.902,10939,240
TIMEOUT,168242.875,11002,1513
ARRIVAL,168247.251,19599,952,162.112,24642.968
TIMEOUT,168259.032,11077,2100
ARRIVAL,168280.873,19600,2600,65.972,21287.783
ARRIVAL,168281.764,19601,569,42.121,21760.339
TIMEOUT,168301.546,10833,2150
TIMEOUT,168309.184,11078,1257
ARRIVAL,168321.789,19602,1296,16.303,29870.995
TIMEOUT,168325.283,11080,2516
ARRIVAL,168325.847,19603,1414,96.759,29873.709
TIMEOUT,168341.272,11076,954
ARRIVAL,168348.321,19604,935,121.412,21581.190
ARRIVAL,168353.656,19605,1800,1.354,27661.512
TIMEOUT,168362.015,11163,430
ARRIVAL,168362.119,19606,2280,72.083,28131.102
TIMEOUT,168365.817,10700,778
TIMEOUT,168369.618,10327,680
TIMEOUT,168370.160,10249,1746
ARRIVAL,168406.114,19607,792,6.090,28891.218
TIMEOUT,168413.487,11165,2393
ARRIVAL,168427.650,19608,676,60.694,23934.398
ARRIVAL,168435.574,19609,1882,21.400,28059.595
ARRIVAL,168436.020,19610,306,26.388,29288.836
ARRIVAL,168444.427,19611,796,8.745,21269.434
ARRIVAL,168451.823,19612,1860,12.938,24416.373
ARRIVAL,168451.864,19613,2559,125.238,21466.463
ARRIVAL,168454.326,19614,2419,47.884,27164.937
