event,time,req_id,user_id,val1,val2
ARRIVAL,41064.278,6463,52,67.584,24769.036
ARRIVAL,41068.746,6464,1501,148.024,28738.589
TIMEOUT,41076.382,2112,2924
TIMEOUT,41085.212,2510,2479
ARRIVAL,41086.014,6465,915,98.118,20735.740
ARRIVAL,41087.791,6466,2472,10.595,28354.213
ARRIVAL,41091.998,6467,1103,394.340,27264.840
ARRIVAL,41092.258,6468,2949,137.176,24264.903
ARRIVAL,41093.661,6469,1788,7.793,26453.631
TIMEOUT,41108.529,2519,270
ARRIVAL,41123.959,6470,271,9.431,26508.861
ARRIVAL,41125.898,6471,2980,72.162,29456.215
ARRIVAL,41132.521,6472,465,7.957,23455.909
TIMEOUT,41137.378,2604,69
ARRIVAL,41141.501,6473,2650,37.658,22411.146
ARRIVAL,41159.135,6474,1797,0.135,26072.505
ARRIVAL,41166.680,6475,1036,22.947,28318.878
ARRIVAL,41167.547,6476,406,213.131,20241.663
ARRIVAL,41169.073,6477,1510,71.076,25175.325
TIMEOUT,41177.187,2759,1858
ARRIVAL,41182.088,6478,1546,38.509,23995.974
ARRIVAL,41186.084,6479,401,123.310,27918.122
ARRIVAL,41186.505,6480,2576,115.106,28976.554
ARRIVAL,41192.053,6481,2917,13.404,27821.069
ARRIVAL,41197.718,6482,36,44.887,23581.095
TIMEOUT,41216.350,2486,2140
TIMEOUT,41221.752,2765,1541
TIMEOUT,41224.897,2682,1101
TIMEOUT,41241.174,2727,2169
TIMEOUT,41244.878,2276,2366
TIMEOUT,41247.962,2530,2465
ARRIVAL,41259.738,6483,2235,1.139,29345.423
TIMEOUT,41267.245,2424,922
TIMEOUT,41289.631,2162,2620
TIMEOUT,41289.898,2521,2083
ARRIVAL,41290.607,6484,2431,24.321,22482.732
TIMEOUT,41297.208,2522,426
TIMEOUT,41303.223,2688,1662
TIMEOUT,41305.052,2685,1549
TIMEOUT,41323.745,2014,2136
TIMEOUT,41349.584,2570,1140
TIMEOUT,41359.234,2617,1831
ARRIVAL,41362.037,6485,2185,165.292,20368.756
ARRIVAL,41369.704,6486,1263,28.389,28823.972
ARRIVAL,41371.517,6487,12,10.334,28009.500
ARRIVAL,41372.980,6488,1239,95.427,27077.571
ARRIVAL,41374.196,6489,1000,57.876,21736.669
TIMEOUT,41386.895,2575,864
TIMEOUT,41398.862,2425,2338
TIMEOUT,41406.979,2469,2031
TIMEOUT,41416.945,2738,2033
ARRIVAL,41422.370,6490,2613,28.038,20505.149
TIMEOUT,41436.725,2385,1130
TIMEOUT,41441.001,2775,2002
ARRIVAL,41452.443,6491,1281,28.008,24204.393
ARRIVAL,41454.508,6492,174,55.176,25400.385
TIMEOUT,41455.229,2628,2066
ARRIVAL,41457.902,6493,276,18.450,23425.741
ARRIVAL,41462.080,6494,2751,179.480,26822.250
ARRIVAL,41472.114,6495,2476,48.469,24586.526
TIMEOUT,41476.764,2429,2579
TIMEOUT,41478.202,2661,873
ARRIVAL,41480.319,6496,193,16.442,27425.810
ARRIVAL,41482.201,6497,1279,88.906,27273.910
TIMEOUT,41500.039,2740,374
ARRIVAL,41503.911,6498,2087,56.140,23581.128
TIMEOUT,41504.958,2781,1089
ARRIVAL,41506.212,6499,1118,15.142,27092.862
TIMEOUT,41509.880,2298,1554
ARRIVAL,41534.427,6500,772,46.612,23989.508
ARRIVAL,41538.743,6501,1385,130.142,24891.676
TIMEOUT,41575.682,2749,2497
TIMEOUT,41581.124,2702,2562
ARRIVAL,41582.705,6502,1503,32.080,22051.100
ARRIVAL,41597.659,6503,1506,30.245,26100.837
ARRIVAL,41603.490,6504,2499,24.210,21536.102
ARRIVAL,41609.272,6505,776,56.811,29794.326
ARRIVAL,41623.623,6506,1479,7.479,25471.067
ARRIVAL,41632.696,6507,589,42.341,21061.147
ARRIVAL,41634.869,6508,1074,1.679,27342.415
ARRIVAL,41635.108,6509,1268,2.706,21524.752
ARRIVAL,41638.786,6510,2748,84.825,21415.693
ARRIVAL,41643.025,6511,2189,2.747,20847.424
ARRIVAL,41656.702,6512,2521,14.407,21074.025
ARRIVAL,41659.078,6513,292,51.645,23261.789
ARRIVAL,41659.600,6514,2803,16.342,28511.978
TIMEOUT,41676.947,1858,2011
TIMEOUT,41680.936,2675,1518
ARRIVAL,41686.570,6515,2534,14.674,24547.564
ARRIVAL,41686.824,6516,1293,38.997,27527.375
ARRIVAL,41689.671,6517,672,52.589,20345.656
TIMEOUT,41698.102,2672,1219
TIMEOUT,41707.612,2507,780
TIMEOUT,41712.893,2643,2279
TIMEOUT,41717.942,2336,1063
ARRIVAL,41746.059,6518,806,49.130,29571.410
ARRIVAL,41753.160,6519,2000,10.288,26654.572
ARRIVAL,41760.952,6520,2604,93.090,26043.838
TIMEOUT,41763.119,2644,1462
ARRIVAL,41769.135,6521,252,102.286,28351.834
ARRIVAL,41775.571,6522,2223,44.178,21963.044
ARRIVAL,41780.084,6523,1945,18.089,22313.502
TIMEOUT,41781.040,2220,2346
ARRIVAL,41782.026,6524,1024,11.349,23798.033
ARRIVAL,41783.066,6525,294,0.116,22349.823
ARRIVAL,41791.031,6526,1438,1.978,23694.553
ARRIVAL,41801.789,6527,1102,28.126,22480.470
ARRIVAL,41816.598,6528,921,94.871,25309.412
TIMEOUT,41817.971,2800,1018
TIMEOUT,41821.813,2801,568
TIMEOUT,41836.980,2684,1310
ARRIVAL,41842.203,6529,1534,12.230,28275.956
ARRIVAL,41846.616,6530,2969,35.943,25145.107
ARRIVAL,41879.479,6531,231,97.954,22689.305
TIMEOUT,41880.379,2806,2214
TIMEOUT,41882.801,2653,1054
ARRIVAL,41884.515,6532,2341,10.478,23333.985
TIMEOUT,41884.666,2808,2756
ARRIVAL,41898.429,6533,2920,49.174,25933.847
ARRIVAL,41909.495,6534,387,93.574,26259.763
ARRIVAL,41934.751,6535,274,18.634,24584.880
ARRIVAL,41940.026,6536,972,171.197,24305.873
TIMEOUT,41940.161,2578,2494
TIMEOUT,41942.865,2613,1525
TIMEOUT,41946.437,2735,1298
TIMEOUT,41954.539,2734,2501
TIMEOUT,41962.551,2203,2896
ARRIVAL,41978.198,6537,359,60.414,29533.700
ARRIVAL,41980.762,6538,1037,9.570,23676.386
ARRIVAL,42006.289,6539,1379,115.217,26529.944
ARRIVAL,42007.104,6540,2694,2.800,23616.777
ARRIVAL,42014.336,6541,395,96.831,26468.013
TIMEOUT,42033.810,2659,293
TIMEOUT,42040.247,2818,1813
TIMEOUT,42051.748,2587,262
ARRIVAL,42051.867,6542,1003,89.025,24537.843
TIMEOUT,42078.462,2695,1648
TIMEOUT,42085.101,2779,1558
ARRIVAL,42085.685,6543,1330,47.700,21655.718
ARRIVAL,42104.088,6544,1078,31.642,29833.868
ARRIVAL,42115.566,6545,2123,3.847,23922.795
TIMEOUT,42120.904,2437,1845
ARRIVAL,42131.655,6546,2735,59.349,29681.520
TIMEOUT,42133.705,2544,109
ARRIVAL,42136.885,6547,2923,70.930,27659.829
ARRIVAL,42146.768,6548,795,15.701,20482.981
ARRIVAL,42147.930,6549,959,3.038,25901.777
ARRIVAL,42153.048,6550,769,36.397,21503.019
TIMEOUT,42160.194,2744,1966
ARRIVAL,42163.811,6551,171,64.245,21671.013
TIMEOUT,42165.704,1807,519
TIMEOUT,42166.011,2630,1933
ARRIVAL,42177.231,6552,1808,19.460,28272.224
TIMEOUT,42203.588,2592,420
ARRIVAL,42207.493,6553,2156,143.654,23640.292
ARRIVAL,42227.974,6554,1817,1.076,26514.672
ARRIVAL,42244.947,6555,2148,1.975,20652.484
TIMEOUT,42245.339,2392,611
ARRIVAL,42250.719,6556,275,61.681,24669.833
ARRIVAL,42258.071,6557,2106,11.096,29775.746
TIMEOUT,42260.194,2792,498
ARRIVAL,42269.270,6558,2895,18.301,21262.379
TIMEOUT,42282.539,2513,2535
ARRIVAL,42291.750,6559,497,49.473,27608.559
ARRIVAL,42293.754,6560,437,76.026,22819.472
TIMEOUT,42310.547,2370,2424
TIMEOUT,42310.672,2716,2739
TIMEOUT,42317.558,2452,2293
TIMEOUT,42324.290,1350,1598
TIMEOUT,42329.179,2311,300
TIMEOUT,42336.446,2605,2793
ARRIVAL,42338.564,6561,1677,91.446,23303.770
TIMEOUT,42340.263,2560,121
ARRIVAL,42352.693,6562,2035,20.512,24969.194
TIMEOUT,42357.993,2722,939
ARRIVAL,42360.912,6563,608,2.067,26262.693
TIMEOUT,42362.253,2607,1181
TIMEOUT,42373.648,2758,547
TIMEOUT,42380.757,2453,2210
TIMEOUT,42389.021,2721,1824
TIMEOUT,42395.160,2408,2150
ARRIVAL,42395.209,6564,549,49.727,27006.315
TIMEOUT,42398.996,2680,1539
TIMEOUT,42404.585,2760,1757
ARRIVAL,42426.659,6565,1673,6.956,28199.885
ARRIVAL,42432.595,6566,489,60.671,25356.299
ARRIVAL,42440.953,6567,1260,30.142,22385.521
TIMEOUT,42445.317,2565,2365
TIMEOUT,42452.724,2608,364
ARRIVAL,42461.276,6568,1185,262.769,24655.543
ARRIVAL,42461.588,6569,2116,64.886,21997.421
TIMEOUT,42463.917,2805,1618
TIMEOUT,42468.934,2725,173
TIMEOUT,42475.527,2840,542
TIMEOUT,42486.356,2726,2345
TIMEOUT,42490.621,2841,1053
ARRIVAL,42504.516,6570,1435,74.975,25786.611
TIMEOUT,42528.467,2810,1752
TIMEOUT,42538.109,2204,2675
TIMEOUT,42544.752,2322,1159
ARRIVAL,42550.685,6571,2709,4.333,22570.405
TIMEOUT,42551.373,2846,522
TIMEOUT,42553.313,2290,2577
TIMEOUT,42562.108,2691,2170
TIMEOUT,42573.965,2059,2570
TIMEOUT,42575.512,2538,913
TIMEOUT,42578.095,2814,1996
ARRIVAL,42589.363,6572,2040,30.247,28700.572
TIMEOUT,42590.133,2584,254
ARRIVAL,42591.884,6573,1072,87.439,25306.279
TIMEOUT,42595.585,2693,2572
TIMEOUT,42603.597,2816,219
ARRIVAL,42605.603,6574,457,22.374,24888.707
ARRIVAL,42607.958,6575,1361,72.926,27882.666
ARRIVAL,42610.028,6576,2531,29.048,28829.552
TIMEOUT,42614.250,2849,2580
TIMEOUT,42623.014,2356,2636
ARRIVAL,42634.696,6577,2075,4.731,27159.028
ARRIVAL,42644.087,6578,269,18.919,20132.377
ARRIVAL,42646.018,6579,1796,23.125,22001.712
TIMEOUT,42658.909,2819,336
ARRIVAL,42667.696,6580,1004,57.666,23438.437
ARRIVAL,42674.102,6581,879,115.114,23396.979
TIMEOUT,42678.229,2821,396
ARRIVAL,42684.302,6582,2449,14.093,23383.213
TIMEOUT,42690.043,2386,877
TIMEOUT,42691.878,2824,1131
TIMEOUT,42700.768,2825,1544
ARRIVAL,42703.086,6583,390,4.903,29451.221
TIMEOUT,42734.092,2504,1182
ARRIVAL,42751.551,6584,1783,107.212,21384.043
ARRIVAL,42752.787,6585,1112,191.115,26635.318
TIMEOUT,42789.420,2705,366
ARRIVAL,42793.621,6586,442,55.494,29233.912
ARRIVAL,42794.513,6587,386,80.393,23414.464
ARRIVAL,42796.833,6588,1891,54.531,25324.773
ARRIVAL,42803.653,6589,6,31.335,23105.277
ARRIVAL,42808.116,6590,2862,84.323,29015.813
ARRIVAL,42835.871,6591,342,14.809,23814.536
TIMEOUT,42841.559,2296,170
TIMEOUT,42854.221,2794,1973
TIMEOUT,42855.018,2711,118
TIMEOUT,42857.072,2391,2591
ARRIVAL,42862.394,6592,1936,12.594,20961.144
TIMEOUT,42868.813,2830,2559
ARRIVAL,42877.208,6593,139,3.855,23734.163
ARRIVAL,42878.536,6594,2412,8.003,20533.690
ARRIVAL,42885.061,6595,1803,5.417,20240.677
TIMEOUT,42899.143,2754,2383
TIMEOUT,42899.646,2676,2190
TIMEOUT,42911.112,2831,1386
TIMEOUT,42928.363,2755,2664
TIMEOUT,42934.394,2834,1352
TIMEOUT,42935.881,1926,1457
TIMEOUT,42957.341,2799,1085
ARRIVAL,42958.503,6596,405,29.387,28288.578
TIMEOUT,42960.207,2456,1512
ARRIVAL,42961.604,6597,2237,40.976,25417.166
TIMEOUT,42987.469,2720,1141
ARRIVAL,43002.267,6598,1884,83.496,24377.663
TIMEOUT,43022.169,2876,704
TIMEOUT,43027.748,2762,818
ARRIVAL,43031.474,6599,1252,32.885,28421.785
TIMEOUT,43031.659,2877,974
ARRIVAL,43048.340,6600,1312,1.953,24163.291
TIMEOUT,43077.149,2571,1787
TIMEOUT,43078.199,2767,1305
ARRIVAL,43085.360,6601,1826,31.866,23138.003
ARRIVAL,43092.159,6602,2504,113.728,22642.893
TIMEOUT,43097.129,2614,556
TIMEOUT,43104.805,2809,918
TIMEOUT,43107.462,2811,1491
ARRIVAL,43141.939,6603,1548,55.302,27079.155
ARRIVAL,43148.357,6604,2891,68.880,24721.609
TIMEOUT,43148.608,2887,2828
ARRIVAL,43157.858,6605,1459,129.245,29682.987
TIMEOUT,43170.737,2847,1609
ARRIVAL,43173.137,6606,1492,13.295,23780.825
ARRIVAL,43179.118,6607,1473,13.438,25203.105
TIMEOUT,43179.305,2770,1136
TIMEOUT,43182.840,2622,1228
TIMEOUT,43183.325,2574,2151
ARRIVAL,43189.496,6608,266,90.095,21618.682
ARRIVAL,43212.045,6609,2899,24.594,26331.084
TIMEOUT,43212.198,2579,562
ARRIVAL,43215.267,6610,1871,16.103,25178.419
ARRIVAL,43221.123,6611,1050,10.065,26608.694
ARRIVAL,43223.230,6612,723,31.687,28436.513
ARRIVAL,43227.263,6613,635,24.509,26832.514
ARRIVAL,43227.832,6614,2133,59.508,27596.429
ARRIVAL,43244.173,6615,1790,73.526,23931.955
ARRIVAL,43260.139,6616,1962,25.879,21091.713
TIMEOUT,43260.802,2625,158
TIMEOUT,43271.537,2581,1786
TIMEOUT,43277.810,2743,2752
TIMEOUT,43279.014,2822,2404
ARRIVAL,43283.545,6617,1597,5.059,27666.741
ARRIVAL,43300.503,6618,545,55.532,23903.020
ARRIVAL,43308.394,6619,2386,34.801,23661.575
ARRIVAL,43312.301,6620,2797,25.852,22397.530
TIMEOUT,43312.880,2854,1953
ARRIVAL,43319.218,6621,1868,87.281,20413.980
TIMEOUT,43331.089,2903,2155
ARRIVAL,43351.202,6622,1179,110.893,20999.858
TIMEOUT,43369.450,2827,1985
TIMEOUT,43378.922,2828,996
TIMEOUT,43380.146,2746,2944
TIMEOUT,43381.866,2547,448
ARRIVAL,43387.202,6623,839,2.630,28188.201
TIMEOUT,43391.460,2789,768
TIMEOUT,43393.556,2552,1399
TIMEOUT,43410.289,2709,2962
ARRIVAL,43413.127,6624,615,58.504,21183.416
ARRIVAL,43415.963,6625,1683,0.608,24314.235
TIMEOUT,43426.981,2860,2697
TIMEOUT,43430.882,2299,473
ARRIVAL,43459.528,6626,910,11.043,28954.517
ARRIVAL,43462.479,6627,1504,7.553,23037.118
TIMEOUT,43468.670,2645,1937
ARRIVAL,43479.104,6628,548,69.502,21011.300
TIMEOUT,43485.231,2864,2435
TIMEOUT,43495.734,2718,2220
TIMEOUT,43499.334,2912,228
ARRIVAL,43501.201,6629,1273,11.658,22469.538
ARRIVAL,43505.182,6630,752,112.147,27200.703
TIMEOUT,43510.863,2757,580
TIMEOUT,43515.695,2915,1456
TIMEOUT,43519.320,2869,1719
ARRIVAL,43521.172,6631,2789,27.750,24519.842
TIMEOUT,43529.483,2914,2934
TIMEOUT,43545.959,2182,777
ARRIVAL,43555.497,6632,1847,25.907,28364.809
ARRIVAL,43567.783,6633,2734,84.370,23423.753
TIMEOUT,43582.935,2838,2154
TIMEOUT,43588.900,2836,2624
ARRIVAL,43604.829,6634,2823,4.080,25765.562
TIMEOUT,43606.076,2615,837
TIMEOUT,43612.098,2879,1572
ARRIVAL,43623.203,6635,1591,16.227,20123.528
ARRIVAL,43634.790,6636,1431,6.190,27337.310
TIMEOUT,43637.449,2732,2462
TIMEOUT,43643.691,2803,2610
ARRIVAL,43645.408,6637,2873,20.473,21192.524
ARRIVAL,43652.352,6638,1236,15.895,25073.123
TIMEOUT,43664.689,2761,1097
TIMEOUT,43664.821,2372,935
TIMEOUT,43667.203,2377,594
TIMEOUT,43669.292,2924,1547
TIMEOUT,43673.071,2882,2012
TIMEOUT,43687.997,2843,2651
ARRIVAL,43691.307,6639,2495,55.236,28620.354
ARRIVAL,43696.254,6640,1769,23.573,23614.290
TIMEOUT,43697.859,2884,969
TIMEOUT,43711.589,2922,2517
ARRIVAL,43713.690,6641,2245,49.283,29323.801
TIMEOUT,43722.246,2927,471
ARRIVAL,43734.790,6642,1932,27.716,25200.806
TIMEOUT,43756.120,2929,1446
TIMEOUT,43756.814,2930,1427
TIMEOUT,43766.792,2534,2714
ARRIVAL,43770.335,6643,2947,1.604,26675.484
ARRIVAL,43784.841,6644,1193,5.637,20234.467
ARRIVAL,43790.380,6645,469,20.682,26231.847
TIMEOUT,43792.243,2660,424
TIMEOUT,43795.704,2777,183
TIMEOUT,43807.313,2928,15
ARRIVAL,43812.329,6646,2274,21.510,20159.554
TIMEOUT,43814.770,2776,2737
TIMEOUT,43816.190,2891,1982
ARRIVAL,43822.560,6647,355,24.932,22693.152
ARRIVAL,43831.764,6648,2376,12.128,27933.560
TIMEOUT,43848.879,2323,2912
TIMEOUT,43851.522,2936,940
ARRIVAL,43863.011,6649,2614,139.320,25477.641
TIMEOUT,43866.611,2820,2779
ARRIVAL,43871.044,6650,2059,11.289,27530.276
TIMEOUT,43875.122,2901,1733
ARRIVAL,43883.297,6651,2265,145.946,26347.193
ARRIVAL,43885.042,6652,639,268.965,20547.459
ARRIVAL,43892.048,6653,308,48.025,21167.304
ARRIVAL,43892.236,6654,2225,81.848,29447.558
TIMEOUT,43896.150,2471,1695
ARRIVAL,43898.308,6655,360,31.677,22817.053
TIMEOUT,43913.325,2899,2299
TIMEOUT,43918.814,1957,2397
TIMEOUT,43922.721,2852,2611
ARRIVAL,43939.222,6656,1730,2.689,20881.267
TIMEOUT,43940.831,2662,1144
ARRIVAL,43941.760,6657,668,178.541,22788.815
ARRIVAL,43943.335,6658,575,5.994,26944.195
ARRIVAL,43948.290,6659,1712,91.023,29516.384
ARRIVAL,43953.789,6660,908,82.647,28349.982
TIMEOUT,43959.064,2853,1191
ARRIVAL,43959.243,6661,1605,16.668,29127.832
ARRIVAL,43966.495,6662,1991,3.654,26355.075
TIMEOUT,43976.416,2708,2573
ARRIVAL,43976.611,6663,2394,40.113,29229.575
TIMEOUT,43989.960,2784,2692
TIMEOUT,43990.027,2946,217
TIMEOUT,43993.481,2785,637
ARRIVAL,44000.315,6664,1889,46.076,25435.535
ARRIVAL,44017.127,6665,2637,25.394,22309.669
ARRIVAL,44024.128,6666,2750,146.276,29452.853
TIMEOUT,44028.125,2554,305
ARRIVAL,44046.887,6667,127,50.792,27576.155
ARRIVAL,44049.158,6668,669,28.211,20441.848
ARRIVAL,44049.418,6669,1935,94.116,27985.063
TIMEOUT,44052.528,2715,767
TIMEOUT,44056.977,2859,370
TIMEOUT,44065.018,2907,2727
ARRIVAL,44070.320,6670,89,23.249,26916.757
ARRIVAL,44080.234,6671,612,44.373,29137.535
TIMEOUT,44090.284,2868,155
ARRIVAL,44091.314,6672,2325,37.784,23302.527
TIMEOUT,44099.803,2005,1958
TIMEOUT,44102.589,2562,2998
ARRIVAL,44114.273,6673,1154,32.720,28517.272
ARRIVAL,44115.332,6674,1471,113.027,25560.356
TIMEOUT,44120.577,2649,745
TIMEOUT,44121.330,2916,1229
ARRIVAL,44127.706,6675,1040,19.987,27742.372
TIMEOUT,44134.351,2955,1791
TIMEOUT,44147.186,2606,2596
TIMEOUT,44148.902,2646,162
TIMEOUT,44155.435,2723,1909
TIMEOUT,44160.141,2837,2527
ARRIVAL,44179.146,6676,1270,15.631,25524.374
TIMEOUT,44189.412,2918,2778
ARRIVAL,44195.076,6677,1347,52.416,27591.679
TIMEOUT,44196.892,2962,2758
TIMEOUT,44202.658,2306,1836
TIMEOUT,44218.020,2965,2079
TIMEOUT,44233.811,2961,268
ARRIVAL,44247.963,6678,2743,170.274,23489.981
ARRIVAL,44250.239,6679,1638,20.695,27996.755
TIMEOUT,44252.968,2768,931
ARRIVAL,44267.344,6680,1627,165.181,25478.582
TIMEOUT,44295.564,2842,2030
TIMEOUT,44296.766,2620,2008
TIMEOUT,44313.211,2736,1778
TIMEOUT,44314.491,2419,927
TIMEOUT,44324.098,2612,2670
ARRIVAL,44324.589,6681,1780,46.648,25812.476
ARRIVAL,44334.128,6682,1212,42.307,29676.774
ARRIVAL,44336.581,6683,2992,1.625,22920.376
ARRIVAL,44349.538,6684,1295,21.906,20864.140
ARRIVAL,44364.949,6685,2690,27.351,26624.685
TIMEOUT,44369.607,2496,2429
ARRIVAL,44376.368,6686,195,96.461,20685.143
ARRIVAL,44383.239,6687,1736,25.601,25937.603
TIMEOUT,44397.327,2250,2528
TIMEOUT,44411.772,2591,403
TIMEOUT,44413.937,2771,1081
TIMEOUT,44415.895,2287,2736
TIMEOUT,44416.267,2851,1370
ARRIVAL,44416.457,6688,2254,44.693,25989.405
ARRIVAL,44416.552,6689,2599,26.925,24934.920
ARRIVAL,44417.138,6690,354,49.814,24659.650
ARRIVAL,44419.975,6691,1027,86.494,25311.003
TIMEOUT,44420.605,2383,1944
TIMEOUT,44425.717,2981,1222
ARRIVAL,44427.462,6692,2137,267.382,28134.911
TIMEOUT,44433.283,2696,283
TIMEOUT,44441.689,2739,1340
TIMEOUT,44442.817,2586,1488
TIMEOUT,44448.954,2983,2844
TIMEOUT,44481.522,2855,665
ARRIVAL,44488.475,6693,1883,41.534,29436.328
TIMEOUT,44492.559,2164,2244
TIMEOUT,44509.298,2986,1970
ARRIVAL,44512.291,6694,297,22.391,20259.222
TIMEOUT,44527.643,2989,2309
TIMEOUT,44528.182,2166,2654
TIMEOUT,44531.330,2904,429
TIMEOUT,44562.447,2599,614
ARRIVAL,44564.785,6695,1584,21.873,26666.079
ARRIVAL,44564.984,6696,1151,147.302,26339.609
ARRIVAL,44568.007,6697,2757,30.685,21192.132
TIMEOUT,44588.875,2906,888
TIMEOUT,44592.725,2791,506
ARRIVAL,44601.828,6698,2552,4.745,29443.456
ARRIVAL,44622.999,6699,57,19.474,27535.928
ARRIVAL,44623.427,6700,2114,21.131,27773.837
ARRIVAL,44647.022,6701,304,107.447,20260.237
ARRIVAL,44647.084,6702,2800,17.697,24135.295
TIMEOUT,44671.039,2601,736
ARRIVAL,44676.396,6703,259,142.037,24802.310
ARRIVAL,44677.450,6704,1643,36.085,29871.826
TIMEOUT,44681.442,2719,2252
TIMEOUT,44684.455,2753,1908
ARRIVAL,44693.034,6705,1314,96.664,28657.805
ARRIVAL,44693.149,6706,1926,115.203,21119.685
TIMEOUT,44702.330,2999,2343
ARRIVAL,44702.622,6707,500,59.923,28964.137
ARRIVAL,44703.482,6708,2213,20.256,26905.257
ARRIVAL,44703.630,6709,291,148.956,25509.510
ARRIVAL,44706.156,6710,2019,1.873,25978.550
ARRIVAL,44708.590,6711,2070,149.616,24586.635
ARRIVAL,44711.576,6712,1663,47.572,22132.013
ARRIVAL,44719.275,6713,770,46.807,29444.808
ARRIVAL,44721.819,6714,2802,42.630,23318.502
ARRIVAL,44731.790,6715,898,14.215,24159.192
ARRIVAL,44745.186,6716,1928,32.734,29943.593
TIMEOUT,44746.000,3006,102
ARRIVAL,44749.404,6717,2069,34.185,28583.139
TIMEOUT,44756.306,2920,2335
TIMEOUT,44763.110,2956,742
TIMEOUT,44769.794,2652,2470
ARRIVAL,44770.918,6718,663,108.066,20264.014
TIMEOUT,44772.541,2798,2276
ARRIVAL,44780.788,6719,22,51.491,29041.777
TIMEOUT,44782.257,2766,963
TIMEOUT,44787.388,2959,2678
ARRIVAL,44792.863,6720,399,92.608,21340.950
ARRIVAL,44794.026,6721,832,27.537,24945.723
ARRIVAL,44805.700,6722,400,140.528,23288.716
TIMEOUT,44817.189,2875,1205
ARRIVAL,44829.568,6723,1765,45.722,28267.584
ARRIVAL,44830.944,6724,1745,41.404,25527.060
TIMEOUT,44831.173,2687,1835
TIMEOUT,44840.178,2969,172
ARRIVAL,44846.637,6725,470,79.915,23357.549
ARRIVAL,44851.578,6726,1552,5.250,21148.952
TIMEOUT,44862.317,2971,402
ARRIVAL,44872.500,6727,236,86.108,27408.881
ARRIVAL,44901.365,6728,605,30.712,21540.731
TIMEOUT,44903.895,2772,225
TIMEOUT,44906.061,2773,490
ARRIVAL,44906.547,6729,2357,66.766,28901.729
ARRIVAL,44907.355,6730,203,54.063,24676.795
TIMEOUT,44908.718,2883,1382
ARRIVAL,44916.062,6731,1061,8.238,22077.451
TIMEOUT,44916.578,2894,1510
ARRIVAL,44944.701,6732,2728,6.524,28549.551
TIMEOUT,44950.221,3019,1577
ARRIVAL,44952.391,6733,523,126.084,27005.963
ARRIVAL,44955.138,6734,970,4.586,24911.470
ARRIVAL,44971.344,6735,209,82.061,22890.462
ARRIVAL,44972.280,6736,1766,34.221,25970.899
TIMEOUT,44977.041,2466,2842
ARRIVAL,44981.867,6737,2619,29.923,21343.878
ARRIVAL,44983.695,6738,356,3.294,22516.926
TIMEOUT,44988.419,2497,1999
ARRIVAL,44989.267,6739,1592,2.742,27800.275
TIMEOUT,45002.227,2198,585
TIMEOUT,45006.793,3024,1507
TIMEOUT,45009.018,2935,2872
TIMEOUT,45013.697,3023,72
TIMEOUT,45019.466,3025,2977
TIMEOUT,45054.854,2398,2026
ARRIVAL,45055.898,6740,2290,106.685,24973.903
TIMEOUT,45066.498,2535,2668
TIMEOUT,45078.368,3031,1501
ARRIVAL,45086.363,6741,1599,46.135,23259.366
ARRIVAL,45090.603,6742,1424,44.327,22356.733
ARRIVAL,45106.099,6743,2658,41.266,27523.605
TIMEOUT,45107.050,2636,289
TIMEOUT,45115.575,3036,340
TIMEOUT,45117.825,2663,85
TIMEOUT,45122.110,2943,2710
TIMEOUT,45155.516,2988,543
ARRIVAL,45182.624,6744,2071,25.804,21075.515
TIMEOUT,45183.006,2991,1511
TIMEOUT,45187.633,2745,2352
ARRIVAL,45188.350,6745,1838,41.803,27161.842
ARRIVAL,45207.871,6746,867,13.591,28523.205
ARRIVAL,45212.701,6747,394,108.302,25901.310
TIMEOUT,45215.791,2829,1090
ARRIVAL,45219.940,6748,570,91.173,20782.796
TIMEOUT,45226.384,2796,505
TIMEOUT,45232.929,2949,2561
ARRIVAL,45234.156,6749,757,80.150,20129.995
TIMEOUT,45240.456,2865,2303
TIMEOUT,45244.869,2866,965
ARRIVAL,45249.367,6750,1291,21.036,28782.459
TIMEOUT,45249.690,2998,2238
TIMEOUT,45271.371,2790,1071
ARRIVAL,45273.479,6751,311,2.968,21351.053
TIMEOUT,45276.256,2600,1175
ARRIVAL,45279.121,6752,97,10.999,22314.019
TIMEOUT,45282.078,3001,2097
TIMEOUT,45289.875,3042,563
TIMEOUT,45293.064,2873,202
ARRIVAL,45297.054,6753,1954,84.576,20663.225
TIMEOUT,45316.896,2951,1715
ARRIVAL,45318.351,6754,376,133.527,20618.027
ARRIVAL,45319.830,6755,1896,66.295,26569.719
ARRIVAL,45320.123,6756,1866,59.762,22742.466
ARRIVAL,45344.130,6757,2914,22.492,26333.813
ARRIVAL,45347.587,6758,550,91.537,23096.689
TIMEOUT,45350.722,2802,1220
TIMEOUT,45364.798,3009,33
TIMEOUT,45371.858,2960,821
TIMEOUT,45376.494,2572,2199
TIMEOUT,45381.118,2376,2178
ARRIVAL,45384.141,6759,1407,78.683,27944.938
TIMEOUT,45408.218,3013,857
TIMEOUT,45419.099,3010,792
ARRIVAL,45434.471,6760,1449,23.937,29688.602
TIMEOUT,45435.797,2515,1876
TIMEOUT,45438.596,2885,786
ARRIVAL,45445.215,6761,1076,7.538,22105.089
TIMEOUT,45456.570,2963,992
ARRIVAL,45470.938,6762,2887,72.867,20588.763
