Users,ResponseTime_mean,ResponseTime_ci_lo,ResponseTime_ci_hi,ResponseTime_n,Throughput_mean,Throughput_ci_lo,Throughput_ci_hi,Throughput_n,Goodput_mean,Goodput_ci_lo,Goodput_ci_hi,Goodput_n,Badput_mean,Badput_ci_lo,Badput_ci_hi,Badput_n,Timeouts_mean,Timeouts_ci_lo,Timeouts_ci_hi,Timeouts_n,Util_mean,Util_ci_lo,Util_ci_hi,Util_n
2620,34.976,34.8828,35.0691,15,65.5633,65.3905,65.7361,15,4.76083,4.69503,4.82663,15,60.8025,60.6227,60.9823,15,9728.4,9699.63,9757.17,15,0.981951,0.981943,0.98196,15
2630,35.1167,34.998,35.2353,15,65.6192,65.4109,65.8275,15,4.79292,4.73277,4.85307,15,60.8262,60.6245,61.028,15,9732.2,9699.91,9764.49,15,0.981954,0.981944,0.981964,15
2640,35.182,35.0797,35.2844,15,65.7717,65.5975,65.9459,15,4.79958,4.67867,4.92049,15,60.9721,60.7737,61.1704,15,9755.53,9723.8,9787.27,15,0.981952,0.981944,0.98196,15
2650,35.4367,35.2274,35.646,15,65.5279,65.1709,65.885,15,4.79083,4.71724,4.86443,15,60.7371,60.3849,61.0893,15,9717.93,9661.59,9774.28,15,0.981951,0.98194,0.981963,15
2660,35.5175,35.3966,35.6384,15,65.5046,65.2943,65.7148,15,4.82875,4.72863,4.92887,15,60.6758,60.4979,60.8538,15,9708.13,9679.66,9736.61,15,0.981956,0.981944,0.981968,15
2670,35.6053,35.5032,35.7073,15,65.6804,65.5124,65.8485,15,4.72208,4.59792,4.84625,15,60.9583,60.857,61.0597,15,9753.33,9737.12,9769.55,15,0.981962,0.981952,0.981972,15
2680,35.8505,35.7229,35.9782,15,65.4408,65.2254,65.6562,15,4.79667,4.69427,4.89906,15,60.6442,60.4102,60.8782,15,9703.07,9665.63,9740.51,15,0.981948,0.981939,0.981957,15
2690,35.9506,35.7758,36.1254,15,65.5763,65.2455,65.907,15,4.78833,4.67516,4.90151,15,60.7879,60.4759,61.0999,15,9726.07,9676.14,9775.99,15,0.981956,0.981942,0.98197,15
2700,36.0252,35.8841,36.1663,15,65.6508,65.4025,65.8992,15,4.75333,4.65028,4.85639,15,60.8975,60.6236,61.1714,15,9743.6,9699.78,9787.42,15,0.981953,0.981945,0.981961,15
2710,36.1878,36.001,36.3746,15,65.5554,65.2221,65.8887,15,4.69208,4.60454,4.77963,15,60.8633,60.5284,61.1982,15,9738.13,9684.55,9791.72,15,0.981953,0.981946,0.981961,15
2720,36.4183,36.2279,36.6086,15,65.4575,65.149,65.766,15,4.72333,4.62881,4.81786,15,60.7342,60.4446,61.0238,15,9717.47,9671.13,9763.8,15,0.981951,0.981938,0.981964,15
2730,36.4343,36.2674,36.6011,15,65.6038,65.3512,65.8563,15,4.70458,4.61676,4.79241,15,60.8992,60.6318,61.1665,15,9743.87,9701.09,9786.64,15,0.981959,0.981952,0.981965,15
2740,36.4859,36.3744,36.5974,15,65.7642,65.5381,65.9902,15,4.71667,4.65416,4.77918,15,61.0475,60.8213,61.2737,15,9767.6,9731.41,9803.79,15,0.981955,0.981947,0.981964,15
2750,36.7343,36.5587,36.9099,15,65.4833,65.2003,65.7664,15,4.67708,4.5899,4.76426,15,60.8062,60.5102,61.1023,15,9729,9681.63,9776.37,15,0.981949,0.98194,0.981959,15
2760,36.7512,36.6132,36.8891,15,65.7271,65.4809,65.9732,15,4.6925,4.58017,4.80483,15,61.0346,60.7799,61.2892,15,9765.53,9724.79,9806.28,15,0.981956,0.981947,0.981965,15
2770,36.9182,36.7689,37.0675,15,65.7042,65.4671,65.9413,15,4.72625,4.64395,4.80855,15,60.9779,60.764,61.1918,15,9756.47,9722.24,9790.69,15,0.981955,0.981944,0.981966,15
2780,37.1358,37.008,37.2636,15,65.5279,65.2903,65.7655,15,4.73167,4.61391,4.84942,15,60.7963,60.5759,61.0166,15,9727.4,9692.15,9762.65,15,0.981956,0.981946,0.981966,15
2790,37.2535,37.1323,37.3746,15,65.5012,65.2772,65.7253,15,4.74,4.65979,4.82021,15,60.7613,60.534,60.9885,15,9721.8,9685.44,9758.16,15,0.981952,0.981942,0.981962,15
2800,37.3412,37.155,37.5274,15,65.595,65.3168,65.8732,15,4.66042,4.57075,4.75008,15,60.9346,60.6613,61.2079,15,9749.53,9705.8,9793.26,15,0.981957,0.981947,0.981968,15
2810,37.5323,37.3086,37.756,15,65.4433,65.0928,65.7938,15,4.69625,4.60685,4.78565,15,60.7471,60.3889,61.1052,15,9719.53,9662.23,9776.84,15,0.98195,0.981942,0.981958,15
2820,37.3826,37.2114,37.5539,15,65.9454,65.6341,66.2567,15,4.74458,4.64486,4.84431,15,61.2008,60.8727,61.529,15,9792.13,9739.63,9844.64,15,0.981966,0.981956,0.981976,15
2830,37.676,37.5347,37.8173,15,65.5404,65.3197,65.7611,15,4.69792,4.59449,4.80135,15,60.8425,60.6401,61.0449,15,9734.8,9702.42,9767.18,15,0.981949,0.98194,0.981958,15
2840,37.8293,37.6709,37.9876,15,65.5687,65.2821,65.8554,15,4.7,4.60914,4.79086,15,60.8688,60.5925,61.145,15,9739,9694.8,9783.2,15,0.981957,0.981946,0.981967,15
2850,37.8508,37.7217,37.9799,15,65.8458,65.5967,66.095,15,4.70458,4.59897,4.8102,15,61.1412,60.8294,61.4531,15,9782.6,9732.71,9832.49,15,0.981958,0.981951,0.981965,15
2860,38.0846,37.9179,38.2512,15,65.5446,65.2681,65.8211,15,4.66917,4.60853,4.7298,15,60.8754,60.5667,61.1841,15,9740.07,9690.68,9789.45,15,0.981949,0.98194,0.981957,15
2870,38.2719,38.0946,38.4491,15,65.5104,65.212,65.8088,15,4.72417,4.65104,4.79729,15,60.7862,60.4887,61.0838,15,9725.8,9678.19,9773.41,15,0.981949,0.98194,0.981959,15
2880,38.3483,38.2041,38.4925,15,65.5396,65.2729,65.8062,15,4.67083,4.57988,4.76179,15,60.8688,60.6284,61.1091,15,9739,9700.54,9777.46,15,0.981953,0.981944,0.981963,15
2890,38.4765,38.3454,38.6076,15,65.5542,65.3747,65.7336,15,4.65667,4.55156,4.76177,15,60.8975,60.7297,61.0653,15,9743.6,9716.75,9770.45,15,0.981955,0.981947,0.981962,15
2900,38.5593,38.4252,38.6935,15,65.685,65.447,65.923,15,4.59375,4.48778,4.69972,15,61.0912,60.8617,61.3208,15,9774.6,9737.87,9811.33,15,0.981949,0.981938,0.981959,15
2910,38.6839,38.5423,38.8254,15,65.7854,65.5531,66.0177,15,4.5575,4.48397,4.63103,15,61.2279,60.9814,61.4744,15,9796.47,9757.03,9835.91,15,0.981959,0.981951,0.981968,15
2920,38.9648,38.8709,39.0587,15,65.4533,65.2589,65.6477,15,4.57833,4.49194,4.66472,15,60.875,60.6563,61.0937,15,9740,9705.01,9774.99,15,0.981953,0.981946,0.981959,15
2930,39.0317,38.8319,39.2315,15,65.5429,65.2738,65.8121,15,4.55333,4.46934,4.63733,15,60.9896,60.7515,61.2276,15,9758.33,9720.25,9796.42,15,0.981953,0.981947,0.981958,15
2940,39.1217,38.9556,39.2879,15,65.5275,65.2763,65.7787,15,4.59083,4.48375,4.69791,15,60.9367,60.6563,61.2171,15,9749.87,9705,9794.73,15,0.981948,0.981942,0.981954,15
2950,39.2249,39.0874,39.3624,15,65.5704,65.3819,65.7589,15,4.67458,4.62229,4.72688,15,60.8958,60.6783,61.1133,15,9743.33,9708.54,9778.13,15,0.981959,0.981949,0.981968,15
2960,39.4235,39.2305,39.6165,15,65.5608,65.2463,65.8754,15,4.585,4.50809,4.66191,15,60.9758,60.6705,61.2812,15,9756.13,9707.27,9804.99,15,0.981949,0.981939,0.98196,15
2970,39.4892,39.2939,39.6845,15,65.6525,65.3711,65.9339,15,4.58083,4.51721,4.64446,15,61.0717,60.7893,61.354,15,9771.47,9726.29,9816.64,15,0.981959,0.981947,0.981971,15
2980,39.5934,39.4031,39.7838,15,65.595,65.2618,65.9282,15,4.58667,4.49254,4.68079,15,61.0083,60.6479,61.3688,15,9761.33,9703.66,9819.01,15,0.981951,0.981942,0.981961,15
2990,39.6327,39.4802,39.7852,15,65.805,65.566,66.044,15,4.64,4.5658,4.7142,15,61.165,60.9161,61.4139,15,9786.4,9746.57,9826.23,15,0.981959,0.981951,0.981967,15
3000,39.7459,39.5485,39.9432,15,65.7362,65.3996,66.0729,15,4.57208,4.49979,4.64438,15,61.1642,60.8235,61.5048,15,9786.27,9731.76,9840.77,15,0.981959,0.981949,0.981969,15
