Users,ResponseTime_mean,ResponseTime_ci_lo,ResponseTime_ci_hi,ResponseTime_n,Throughput_mean,Throughput_ci_lo,Throughput_ci_hi,Throughput_n,Goodput_mean,Goodput_ci_lo,Goodput_ci_hi,Goodput_n,Badput_mean,Badput_ci_lo,Badput_ci_hi,Badput_n,Timeouts_mean,Timeouts_ci_lo,Timeouts_ci_hi,Timeouts_n,Util_mean,Util_ci_lo,Util_ci_hi,Util_n
1290,16.4136,16.3617,16.4656,15,65.5267,65.3734,65.6799,15,62.5883,62.3847,62.792,15,2.93833,2.86761,3.00906,15,470.133,458.818,481.449,15,0.981959,0.981951,0.981968,15
1300,16.6218,16.552,16.6917,15,65.4262,65.204,65.6485,15,62.3396,62.0399,62.6392,15,3.08667,2.99824,3.1751,15,493.867,479.718,508.016,15,0.981953,0.981944,0.981961,15
1310,16.6483,16.5708,16.7258,15,65.6513,65.421,65.8815,15,62.5562,62.2477,62.8648,15,3.095,3.00178,3.18822,15,495.2,480.285,510.115,15,0.981958,0.98195,0.981966,15
1320,16.865,16.7897,16.9404,15,65.4996,65.2571,65.7421,15,62.1771,61.8462,62.5079,15,3.3225,3.22531,3.41969,15,531.6,516.049,547.151,15,0.981957,0.98195,0.981965,15
1330,16.9584,16.8716,17.0451,15,65.6708,65.4111,65.9305,15,62.2446,61.872,62.6172,15,3.42625,3.29986,3.55264,15,548.2,527.978,568.422,15,0.981961,0.981951,0.98197,15
1340,17.204,17.1143,17.2937,15,65.3475,65.0602,65.6348,15,61.7175,61.3202,62.1148,15,3.63,3.5088,3.7512,15,580.8,561.408,600.192,15,0.981953,0.981942,0.981965,15
1350,17.3556,17.2816,17.4297,15,65.3546,65.0947,65.6145,15,61.565,61.1932,61.9368,15,3.78958,3.6629,3.91627,15,606.333,586.063,626.603,15,0.981949,0.981939,0.981958,15
1360,17.4367,17.3679,17.5054,15,65.6021,65.3888,65.8154,15,61.7308,61.4234,62.0383,15,3.87125,3.76797,3.97453,15,619.4,602.876,635.924,15,0.981963,0.981953,0.981973,15
1370,17.6363,17.5397,17.7329,15,65.4196,65.0983,65.7409,15,61.3279,60.8663,61.7896,15,4.09167,3.94457,4.23876,15,654.667,631.131,678.202,15,0.981957,0.981948,0.981966,15
1380,17.7025,17.5885,17.8166,15,65.6525,65.3016,66.0034,15,61.4071,60.9097,61.9045,15,4.24542,4.09201,4.39882,15,679.267,654.722,703.811,15,0.981957,0.981947,0.981966,15
1390,17.897,17.8279,17.9661,15,65.4363,65.1992,65.6733,15,61.0229,60.6788,61.3671,15,4.41333,4.29521,4.53146,15,706.133,687.233,725.034,15,0.981949,0.981939,0.98196,15
1400,18.0251,17.9481,18.1022,15,65.5892,65.3352,65.8432,15,60.9825,60.6031,61.3619,15,4.60667,4.46367,4.74966,15,737.067,714.187,759.946,15,0.981964,0.981955,0.981973,15
1410,18.1242,18.0457,18.2027,15,65.7279,65.5146,65.9413,15,61.0342,60.6823,61.3861,15,4.69375,4.54902,4.83848,15,751,727.843,774.157,15,0.981965,0.981957,0.981972,15
1420,18.3529,18.2678,18.4379,15,65.4133,65.1686,65.6581,15,60.3446,59.9603,60.7289,15,5.06875,4.91946,5.21804,15,811,787.113,834.887,15,0.981953,0.981945,0.981961,15
1430,18.463,18.3449,18.5812,15,65.6063,65.2337,65.9788,15,60.3762,59.8191,60.9334,15,5.23,5.0384,5.4216,15,836.8,806.144,867.456,15,0.981957,0.981948,0.981966,15
1440,18.6118,18.5209,18.7027,15,65.6562,65.3537,65.9588,15,60.1896,59.7061,60.673,15,5.46667,5.27681,5.65652,15,874.667,844.29,905.043,15,0.981959,0.981946,0.981971,15
1450,18.8299,18.7259,18.9339,15,65.3904,65.0843,65.6965,15,59.5833,59.0976,60.069,15,5.80708,5.62106,5.99311,15,929.133,899.369,958.897,15,0.981951,0.981937,0.981964,15
1460,18.8381,18.7398,18.9364,15,65.7825,65.5098,66.0552,15,59.9817,59.5225,60.4408,15,5.80083,5.60852,5.99314,15,928.133,897.364,958.903,15,0.981961,0.981952,0.981971,15
1470,19.066,18.9747,19.1573,15,65.5292,65.2606,65.7977,15,59.3183,58.8707,59.766,15,6.21083,6.02221,6.39945,15,993.733,963.554,1023.91,15,0.981949,0.981939,0.981959,15
1480,19.2138,19.1209,19.3068,15,65.5167,65.218,65.8153,15,59.0196,58.5289,59.5103,15,6.49708,6.29598,6.69819,15,1039.53,1007.36,1071.71,15,0.981953,0.981945,0.981962,15
1490,19.4222,19.3137,19.5308,15,65.3388,65.0448,65.6327,15,58.3987,57.8724,58.9251,15,6.94,6.69996,7.18004,15,1110.4,1071.99,1148.81,15,0.981949,0.98194,0.981957,15
1500,19.5398,19.435,19.6446,15,65.4396,65.1012,65.778,15,58.2863,57.697,58.8755,15,7.15333,6.88533,7.42134,15,1144.53,1101.65,1187.41,15,0.981953,0.981942,0.981965,15
1510,19.64,19.5641,19.7159,15,65.5842,65.3671,65.8012,15,58.1829,57.8073,58.5585,15,7.40125,7.23484,7.56766,15,1184.2,1157.57,1210.83,15,0.981955,0.981943,0.981966,15
1520,19.792,19.6748,19.9092,15,65.5583,65.2425,65.8742,15,57.7912,57.2477,58.3348,15,7.76708,7.52326,8.01091,15,1242.73,1203.72,1281.75,15,0.981953,0.981943,0.981964,15
1530,19.9069,19.8139,19.9999,15,65.6742,65.4186,65.9297,15,57.7463,57.2724,58.2201,15,7.92792,7.69965,8.15618,15,1268.47,1231.94,1304.99,15,0.981953,0.981944,0.981963,15
1540,20.1035,20.007,20.2,15,65.4633,65.1927,65.734,15,57.0592,56.5333,57.5851,15,8.40417,8.12856,8.67978,15,1344.67,1300.57,1388.76,15,0.981961,0.981952,0.98197,15
1550,20.2409,20.1534,20.3284,15,65.5679,65.331,65.8048,15,56.7971,56.3387,57.2555,15,8.77083,8.52879,9.01287,15,1403.33,1364.61,1442.06,15,0.981957,0.981947,0.981966,15
1560,20.358,20.2452,20.4709,15,65.5975,65.3152,65.8798,15,56.5029,55.9013,57.1046,15,9.09458,8.76704,9.42212,15,1455.13,1402.73,1507.54,15,0.981957,0.981946,0.981968,15
1570,20.509,20.4265,20.5915,15,65.5733,65.3064,65.8403,15,56.1138,55.6546,56.5729,15,9.45958,9.25267,9.66649,15,1513.53,1480.43,1546.64,15,0.981954,0.981946,0.981962,15
1580,20.6176,20.5404,20.6948,15,65.7008,65.5094,65.8923,15,55.9621,55.5366,56.3876,15,9.73875,9.49328,9.98422,15,1558.2,1518.92,1597.48,15,0.981961,0.981954,0.981967,15
1590,20.7766,20.6175,20.9357,15,65.62,65.1882,66.0518,15,55.3208,54.4274,56.2143,15,10.2992,9.82916,10.7692,15,1647.87,1572.67,1723.07,15,0.981958,0.981947,0.981969,15
1600,21.0017,20.8906,21.1129,15,65.4529,65.15,65.7559,15,54.485,53.824,55.146,15,10.9679,10.6009,11.3349,15,1754.87,1696.15,1813.58,15,0.981951,0.981939,0.981963,15
1610,21.0624,20.9491,21.1757,15,65.6704,65.3509,65.9899,15,54.5604,53.8903,55.2306,15,11.11,10.7482,11.4718,15,1777.6,1719.71,1835.49,15,0.981957,0.98195,0.981965,15
1620,21.274,21.1606,21.3875,15,65.4525,65.1579,65.7471,15,53.6033,52.9363,54.2703,15,11.8492,11.4664,12.2319,15,1895.87,1834.63,1957.11,15,0.981955,0.981944,0.981966,15
1630,21.3586,21.2489,21.4683,15,65.5942,65.3163,65.872,15,53.4596,52.8223,54.0969,15,12.1346,11.7654,12.5038,15,1941.53,1882.46,2000.61,15,0.981959,0.98195,0.981967,15
1640,21.553,21.4451,21.6609,15,65.4925,65.1899,65.7951,15,52.6608,51.9987,53.323,15,12.8317,12.4547,13.2086,15,2053.07,1992.75,2113.38,15,0.981947,0.981937,0.981958,15
1650,21.6089,21.4678,21.7499,15,65.6892,65.3056,66.0727,15,52.5258,51.6178,53.4339,15,13.1633,12.6285,13.6982,15,2106.13,2020.56,2191.71,15,0.981962,0.981953,0.981971,15
1660,21.8081,21.6919,21.9243,15,65.5667,65.2541,65.8793,15,51.7004,50.9562,52.4447,15,13.8663,13.4262,14.3063,15,2218.6,2148.19,2289.01,15,0.981955,0.981946,0.981963,15
1670,21.9888,21.8996,22.0781,15,65.4375,65.2037,65.6713,15,50.7704,50.1702,51.3706,15,14.6671,14.2845,15.0497,15,2346.73,2285.52,2407.95,15,0.981954,0.981943,0.981965,15
1680,22.1204,21.9962,22.2446,15,65.5875,65.2432,65.9318,15,50.3642,49.5042,51.2241,15,15.2233,14.6932,15.7535,15,2435.73,2350.9,2520.56,15,0.981955,0.981944,0.981966,15
1690,22.2176,22.1336,22.3015,15,65.6971,65.4687,65.9254,15,49.9996,49.4571,50.5421,15,15.6975,15.3727,16.0223,15,2511.6,2459.63,2563.57,15,0.981957,0.98195,0.981963,15
1700,22.4006,22.3033,22.4979,15,65.5563,65.2797,65.8328,15,49.0558,48.3414,49.7703,15,16.5004,16.0382,16.9627,15,2640.07,2566.11,2714.03,15,0.981955,0.981946,0.981963,15
1710,22.4827,22.3933,22.572,15,65.7271,65.5005,65.9537,15,48.77,48.1237,49.4163,15,16.9571,16.5248,17.3893,15,2713.13,2643.98,2782.29,15,0.981959,0.981951,0.981967,15
1720,22.6005,22.4898,22.7112,15,65.7833,65.5054,66.0613,15,48.2821,47.5003,49.0639,15,17.5013,16.981,18.0215,15,2800.2,2716.96,2883.44,15,0.981961,0.981952,0.981969,15
1730,22.8431,22.7565,22.9296,15,65.5287,65.3309,65.7266,15,46.7979,46.2039,47.392,15,18.7308,18.3223,19.1394,15,2996.93,2931.57,3062.3,15,0.981955,0.981947,0.981962,15
1740,22.9057,22.7791,23.0323,15,65.7183,65.425,66.0117,15,46.4679,45.5469,47.3889,15,19.2504,18.6113,19.8896,15,3080.07,2977.8,3182.33,15,0.981959,0.98195,0.981968,15
1750,23.0339,22.9451,23.1227,15,65.8758,65.6393,66.1124,15,45.8717,45.2599,46.4834,15,20.0042,19.6203,20.388,15,3200.67,3139.25,3262.08,15,0.981965,0.981952,0.981977,15
1760,23.2688,23.1528,23.3847,15,65.4833,65.2119,65.7547,15,44.3775,43.5136,45.2414,15,21.1058,20.4974,21.7143,15,3376.93,3279.58,3474.29,15,0.981954,0.98194,0.981968,15
1770,23.3635,23.2581,23.4689,15,65.6321,65.3756,65.8886,15,43.9454,43.1818,44.7091,15,21.6867,21.1677,22.2057,15,3469.87,3386.82,3552.91,15,0.981963,0.981954,0.981972,15
1780,23.4663,23.3516,23.581,15,65.7254,65.4593,65.9915,15,43.3204,42.5077,44.1331,15,22.405,21.8393,22.9707,15,3584.8,3494.29,3675.31,15,0.981957,0.981948,0.981966,15
1790,23.6814,23.588,23.7747,15,65.5721,65.3162,65.828,15,42.0658,41.3514,42.7803,15,23.5063,23.0333,23.9792,15,3761,3685.32,3836.68,15,0.981955,0.981944,0.981966,15
1800,23.8788,23.7688,23.9889,15,65.4746,65.218,65.7312,15,40.6917,39.8455,41.5378,15,24.7829,24.183,25.3828,15,3965.27,3869.28,4061.25,15,0.981955,0.981948,0.981963,15
1810,23.9124,23.8032,24.0215,15,65.6729,65.4176,65.9282,15,40.4992,39.7033,41.295,15,25.1737,24.6293,25.7182,15,4027.8,3940.68,4114.92,15,0.981958,0.981949,0.981967,15
1820,24.1004,23.9971,24.2037,15,65.5546,65.3474,65.7618,15,39.395,38.6296,40.1604,15,26.1596,25.5861,26.7331,15,4185.53,4093.77,4277.3,15,0.981954,0.981944,0.981964,15
1830,24.2736,24.1871,24.3601,15,65.475,65.2782,65.6718,15,38.2762,37.6518,38.9007,15,27.1988,26.7595,27.638,15,4351.8,4281.52,4422.08,15,0.981955,0.981947,0.981964,15
1840,24.3701,24.2391,24.501,15,65.6029,65.3383,65.8676,15,37.9754,37.1441,38.8068,15,27.6275,27.0527,28.2023,15,4420.4,4328.43,4512.37,15,0.981959,0.981948,0.98197,15
1850,24.5114,24.4171,24.6057,15,65.6763,65.4226,65.9299,15,37.1108,36.4117,37.8099,15,28.5654,28.1002,29.0307,15,4570.47,4496.03,4644.91,15,0.981963,0.981957,0.981969,15
1860,24.6881,24.5744,24.8017,15,65.5171,65.2537,65.7805,15,35.9471,35.1294,36.7648,15,29.57,29.001,30.139,15,4731.2,4640.17,4822.23,15,0.981951,0.981942,0.981959,15
1870,24.7829,24.6366,24.9291,15,65.6396,65.3339,65.9452,15,35.4333,34.4271,36.4395,15,30.2063,29.4934,30.9191,15,4833,4718.94,4947.06,15,0.981957,0.981948,0.981967,15
1880,24.9605,24.8505,25.0706,15,65.5721,65.2983,65.8459,15,34.2842,33.5019,35.0665,15,31.2879,30.7656,31.8102,15,5006.07,4922.5,5089.63,15,0.981952,0.981942,0.981962,15
1890,25.087,25.0099,25.1642,15,65.5954,65.3859,65.8049,15,33.6162,33.0823,34.1502,15,31.9792,31.6364,32.322,15,5116.67,5061.82,5171.52,15,0.981952,0.981942,0.981962,15
1900,25.1195,25.029,25.2099,15,65.875,65.648,66.102,15,33.5488,32.8648,34.2327,15,32.3263,31.8637,32.7888,15,5172.2,5098.2,5246.2,15,0.981961,0.981951,0.98197,15
1910,25.2867,25.1718,25.4015,15,65.7471,65.489,66.0052,15,32.5379,31.7785,33.2973,15,33.2092,32.692,33.7264,15,5313.47,5230.71,5396.22,15,0.981957,0.981949,0.981964,15
1920,25.5533,25.4362,25.6704,15,65.5133,65.2188,65.8079,15,30.8892,30.0891,31.6892,15,34.6242,34.0971,35.1513,15,5539.87,5455.53,5624.2,15,0.981948,0.98194,0.981956,15
1930,25.5996,25.4729,25.7263,15,65.7308,65.4268,66.0349,15,30.6508,29.7882,31.5134,15,35.08,34.5149,35.6451,15,5612.8,5522.38,5703.22,15,0.981959,0.98195,0.981968,15
1940,25.7557,25.6337,25.8777,15,65.66,65.3761,65.9439,15,29.7787,28.9505,30.607,15,35.8812,35.3272,36.4353,15,5741,5652.35,5829.65,15,0.981955,0.981951,0.98196,15
1950,25.9224,25.8047,26.04,15,65.6067,65.2959,65.9174,15,28.8304,27.9849,29.6759,15,36.7762,36.229,37.3235,15,5884.2,5796.63,5971.77,15,0.981953,0.981947,0.981959,15
1960,25.9831,25.8552,26.111,15,65.8663,65.5721,66.1604,15,28.5475,27.7064,29.3886,15,37.3188,36.7615,37.876,15,5971,5881.85,6060.15,15,0.981963,0.981955,0.981972,15
1970,26.2234,26.1065,26.3403,15,65.5125,65.2643,65.7607,15,27.1429,26.4353,27.8505,15,38.3696,37.8907,38.8484,15,6139.13,6062.52,6215.75,15,0.981953,0.981944,0.981961,15
1980,26.4681,26.376,26.5601,15,65.3692,65.1956,65.5427,15,25.6133,25.0901,26.1366,15,39.7558,39.377,40.1347,15,6360.93,6300.32,6421.55,15,0.981955,0.98195,0.981961,15
1990,26.3829,26.2688,26.4969,15,65.8196,65.5775,66.0617,15,26.4354,25.6799,27.1909,15,39.3842,38.8594,39.9089,15,6301.47,6217.51,6385.43,15,0.981956,0.981947,0.981965,15
2000,26.6873,26.5236,26.8509,15,65.5138,65.1529,65.8746,15,24.5625,23.5666,25.5584,15,40.9512,40.3041,41.5984,15,6552.2,6448.65,6655.75,15,0.981954,0.981941,0.981967,15
2010,26.7573,26.673,26.8417,15,65.6112,65.4429,65.7796,15,24.1971,23.698,24.6962,15,41.4142,41.0538,41.7745,15,6626.27,6568.61,6683.93,15,0.981959,0.981949,0.981969,15
2020,26.9442,26.8338,27.0546,15,65.5121,65.2731,65.751,15,23.1258,22.4987,23.7529,15,42.3863,41.9809,42.7916,15,6781.8,6716.95,6846.65,15,0.981951,0.981942,0.98196,15
2030,27.0834,26.9326,27.2343,15,65.5154,65.1793,65.8515,15,22.4362,21.5421,23.3304,15,43.0792,42.5032,43.6551,15,6892.67,6800.51,6984.82,15,0.981952,0.981942,0.981962,15
2040,27.1278,26.9939,27.2616,15,65.7342,65.4628,66.0055,15,22.2912,21.4991,23.0834,15,43.4429,42.9144,43.9715,15,6950.87,6866.3,7035.43,15,0.981953,0.981943,0.981964,15
2050,27.3546,27.2229,27.4863,15,65.5229,65.2143,65.8315,15,21.0267,20.2704,21.7829,15,44.4963,44.033,44.9595,15,7119.4,7045.28,7193.52,15,0.981953,0.981944,0.981962,15
2060,27.433,27.2829,27.5832,15,65.6767,65.3774,65.9759,15,20.5629,19.7109,21.4149,15,45.1138,44.5548,45.6727,15,7218.2,7128.76,7307.64,15,0.981956,0.981945,0.981967,15
2070,27.6464,27.4803,27.8124,15,65.5017,65.1383,65.865,15,19.4825,18.612,20.353,15,46.0192,45.4974,46.5409,15,7363.07,7279.59,7446.54,15,0.981958,0.981948,0.981968,15
2080,27.7966,27.6981,27.895,15,65.4942,65.2782,65.7102,15,18.8125,18.3144,19.3106,15,46.6817,46.3583,47.005,15,7469.07,7417.33,7520.8,15,0.981955,0.981946,0.981963,15
2090,27.8341,27.7494,27.9187,15,65.675,65.5122,65.8378,15,18.5004,18.0539,18.9469,15,47.1746,46.8704,47.4788,15,7547.93,7499.27,7596.6,15,0.981957,0.981949,0.981966,15
2100,28.0367,27.9443,28.1291,15,65.4858,65.2988,65.6729,15,17.5804,17.1001,18.0607,15,47.9054,47.5937,48.2171,15,7664.87,7615,7714.73,15,0.981949,0.981938,0.981959,15
2110,28.1109,27.9886,28.2332,15,65.7179,65.4472,65.9887,15,17.2033,16.5492,17.8575,15,48.5146,48.106,48.9232,15,7762.33,7696.96,7827.71,15,0.981953,0.981944,0.981963,15
2120,28.1575,28.0585,28.2564,15,65.9442,65.7384,66.15,15,17.1638,16.6984,17.6291,15,48.7804,48.4961,49.0647,15,7804.87,7759.38,7850.36,15,0.981965,0.981956,0.981974,15
2130,28.3314,28.2121,28.4508,15,65.8771,65.648,66.1062,15,16.3179,15.7856,16.8503,15,49.5592,49.2382,49.8802,15,7929.47,7878.1,7980.83,15,0.981958,0.981949,0.981967,15
2140,28.6809,28.5876,28.7743,15,65.3746,65.1727,65.5765,15,14.6204,14.138,15.1028,15,50.7542,50.4594,51.049,15,8120.67,8073.5,8167.83,15,0.981949,0.981942,0.981957,15
2150,28.6837,28.5733,28.7942,15,65.5821,65.3467,65.8175,15,14.6029,14.0718,15.134,15,50.9792,50.6589,51.2994,15,8156.67,8105.42,8207.91,15,0.981961,0.981954,0.981967,15
2160,28.8994,28.8056,28.9931,15,65.4821,65.2899,65.6743,15,13.6258,13.1831,14.0686,15,51.8563,51.5827,52.1298,15,8297,8253.23,8340.77,15,0.981953,0.981943,0.981964,15
2170,28.9724,28.8383,29.1065,15,65.565,65.3086,65.8214,15,13.3317,12.7534,13.9099,15,52.2333,51.8867,52.58,15,8357.33,8301.87,8412.79,15,0.981958,0.98195,0.981966,15
2180,29.0586,28.9289,29.1882,15,65.6942,65.4293,65.959,15,12.9463,12.3982,13.4943,15,52.7479,52.4418,53.054,15,8439.67,8390.69,8488.64,15,0.981963,0.981955,0.981971,15
2190,29.2871,29.1777,29.3964,15,65.5542,65.3193,65.7891,15,12.0467,11.6216,12.4717,15,53.5075,53.2811,53.7339,15,8561.2,8524.97,8597.43,15,0.981957,0.981947,0.981968,15
2200,29.4663,29.3071,29.6256,15,65.4246,65.0828,65.7663,15,11.4212,10.7782,12.0643,15,54.0033,53.6651,54.3416,15,8640.53,8586.41,8694.65,15,0.981953,0.981941,0.981964,15
2210,29.5815,29.4533,29.7098,15,65.4879,65.2283,65.7476,15,10.9408,10.5224,11.3593,15,54.5471,54.3616,54.7326,15,8727.53,8697.86,8757.21,15,0.981952,0.981944,0.98196,15
2220,29.6949,29.5847,29.8051,15,65.4933,65.2967,65.69,15,10.5392,10.1299,10.9485,15,54.9542,54.7268,55.1815,15,8792.67,8756.3,8829.04,15,0.981953,0.981944,0.981963,15
2230,29.7777,29.6219,29.9336,15,65.6167,65.2797,65.9537,15,10.1492,9.58024,10.7181,15,55.4675,55.2173,55.7177,15,8874.8,8834.76,8914.84,15,0.981955,0.981945,0.981966,15
2240,29.8562,29.6833,30.0291,15,65.7525,65.4015,66.1035,15,9.96708,9.38282,10.5513,15,55.7854,55.5337,56.0371,15,8925.67,8885.39,8965.94,15,0.981961,0.98195,0.981971,15
2250,30.1543,30.0454,30.2633,15,65.4175,65.2201,65.6149,15,8.89667,8.54029,9.25304,15,56.5208,56.3456,56.6961,15,9043.33,9015.29,9071.38,15,0.981945,0.981936,0.981955,15
2260,30.1768,29.9942,30.3594,15,65.6017,65.2461,65.9572,15,8.88167,8.35743,9.4059,15,56.72,56.5244,56.9156,15,9075.2,9043.9,9106.5,15,0.981953,0.981943,0.981964,15
2270,30.4152,30.3153,30.5152,15,65.4283,65.2482,65.6085,15,8.1225,7.84017,8.40483,15,57.3058,57.17,57.4417,15,9168.93,9147.2,9190.67,15,0.98195,0.981943,0.981957,15
2280,30.5657,30.4358,30.6956,15,65.4996,65.2563,65.7429,15,7.76583,7.45132,8.08035,15,57.7337,57.6417,57.8258,15,9237.4,9222.68,9252.12,15,0.981945,0.981936,0.981953,15
2290,30.7192,30.5565,30.8819,15,65.3263,65.0026,65.6499,15,7.28625,6.89958,7.67292,15,58.04,57.9095,58.1705,15,9286.4,9265.53,9307.27,15,0.981951,0.981945,0.981956,15
2300,30.7666,30.6495,30.8837,15,65.6117,65.3678,65.8556,15,7.25458,6.9855,7.52367,15,58.3571,58.2196,58.4946,15,9337.13,9315.13,9359.13,15,0.981961,0.981951,0.981971,15
2310,30.9041,30.7784,31.0297,15,65.4929,65.2514,65.7344,15,6.94042,6.63433,7.24651,15,58.5525,58.4123,58.6927,15,9368.4,9345.97,9390.83,15,0.981954,0.981945,0.981963,15
2320,30.9787,30.7787,31.1787,15,65.7008,65.3246,66.0771,15,6.78,6.35159,7.20841,15,58.9208,58.7722,59.0694,15,9427.33,9403.56,9451.11,15,0.981957,0.981944,0.98197,15
2330,31.1446,31.0165,31.2727,15,65.6067,65.3382,65.8752,15,6.43083,6.17677,6.68489,15,59.1758,59.0895,59.2621,15,9468.13,9454.33,9481.94,15,0.981955,0.981947,0.981964,15
2340,31.2232,31.1033,31.343,15,65.6325,65.3697,65.8953,15,6.25083,6.0204,6.48127,15,59.3817,59.2455,59.5178,15,9501.07,9479.29,9522.85,15,0.981953,0.981946,0.981961,15
2350,31.4845,31.3234,31.6456,15,65.4617,65.1697,65.7536,15,5.78167,5.57272,5.99061,15,59.68,59.5253,59.8347,15,9548.8,9524.04,9573.56,15,0.98195,0.981943,0.981957,15
2360,31.4949,31.3489,31.6409,15,65.7288,65.4469,66.0106,15,5.83167,5.5841,6.07924,15,59.8971,59.8215,59.9726,15,9583.53,9571.45,9595.62,15,0.981948,0.981939,0.981957,15
2370,31.6106,31.5117,31.7095,15,65.7225,65.5106,65.9344,15,5.61458,5.49264,5.73653,15,60.1079,59.9487,60.2671,15,9617.27,9591.79,9642.74,15,0.981956,0.981947,0.981965,15
2380,31.8303,31.6991,31.9615,15,65.52,65.2802,65.7598,15,5.34583,5.14689,5.54477,15,60.1742,60.0414,60.3069,15,9627.87,9606.63,9649.1,15,0.981951,0.981945,0.981958,15
2390,31.8932,31.7819,32.0045,15,65.7317,65.5076,65.9557,15,5.31542,5.21094,5.41989,15,60.4162,60.2387,60.5938,15,9666.6,9638.18,9695.02,15,0.981953,0.981946,0.98196,15
2400,32.0212,31.8979,32.1445,15,65.6137,65.3757,65.8518,15,5.31042,5.18666,5.43418,15,60.3033,60.1519,60.4548,15,9648.53,9624.31,9672.76,15,0.981953,0.981946,0.981961,15
2410,32.2547,32.1029,32.4065,15,65.5683,65.3102,65.8264,15,5.09,4.96415,5.21585,15,60.4783,60.3088,60.6478,15,9676.53,9649.42,9703.65,15,0.981953,0.981948,0.981957,15
2420,32.344,32.1819,32.506,15,65.6567,65.3801,65.9332,15,4.96417,4.88859,5.03975,15,60.6925,60.4509,60.9341,15,9710.8,9672.14,9749.46,15,0.981957,0.981947,0.981968,15
2430,32.5818,32.481,32.6827,15,65.4004,65.2094,65.5915,15,4.94542,4.88372,5.00712,15,60.455,60.287,60.623,15,9672.8,9645.92,9699.68,15,0.981948,0.98194,0.981956,15
2440,32.7175,32.6117,32.8233,15,65.4029,65.2236,65.5822,15,4.91542,4.82947,5.00137,15,60.4875,60.3335,60.6415,15,9678,9653.36,9702.64,15,0.981955,0.981945,0.981964,15
2450,32.8173,32.6716,32.9629,15,65.4437,65.1726,65.7149,15,4.95875,4.89655,5.02095,15,60.485,60.2224,60.7476,15,9677.6,9635.59,9719.61,15,0.981953,0.981942,0.981965,15
2460,32.9597,32.8163,33.1032,15,65.4538,65.1877,65.7198,15,4.89625,4.82803,4.96447,15,60.5575,60.2964,60.8186,15,9689.2,9647.43,9730.97,15,0.981956,0.981946,0.981966,15
2470,32.9266,32.7583,33.095,15,65.7483,65.4151,66.0816,15,4.94375,4.84607,5.04143,15,60.8046,60.5114,61.0978,15,9728.73,9681.82,9775.65,15,0.981956,0.981944,0.981968,15
2480,33.1906,33.0707,33.3106,15,65.5104,65.2888,65.732,15,4.83667,4.74202,4.93131,15,60.6738,60.441,60.9065,15,9707.8,9670.55,9745.05,15,0.981947,0.981938,0.981955,15
2490,33.1928,33.0429,33.3427,15,65.7913,65.5314,66.0511,15,4.88792,4.8002,4.97563,15,60.9033,60.6516,61.1551,15,9744.53,9704.26,9784.81,15,0.981962,0.981955,0.981969,15
2500,33.5469,33.4298,33.664,15,65.2846,65.1059,65.4633,15,4.93333,4.84248,5.02419,15,60.3512,60.1597,60.5428,15,9656.2,9625.56,9686.84,15,0.981943,0.981936,0.981951,15
2510,33.491,33.3635,33.6185,15,65.7333,65.5062,65.9604,15,4.82375,4.75006,4.89744,15,60.9096,60.6888,61.1303,15,9745.53,9710.21,9780.85,15,0.981951,0.981942,0.981959,15
2520,33.6689,33.5079,33.8299,15,65.6604,65.3861,65.9347,15,4.80875,4.75401,4.86349,15,60.8517,60.5927,61.1106,15,9736.27,9694.84,9777.7,15,0.981959,0.981947,0.98197,15
2530,33.7739,33.6094,33.9385,15,65.7262,65.4338,66.0187,15,4.82833,4.73753,4.91914,15,60.8979,60.6236,61.1722,15,9743.67,9699.78,9787.55,15,0.981954,0.981945,0.981963,15
2540,33.9159,33.8528,33.9791,15,65.6371,65.5231,65.7511,15,4.81542,4.75178,4.87905,15,60.8217,60.6646,60.9787,15,9731.47,9706.34,9756.59,15,0.981959,0.981951,0.981967,15
2550,34.2304,34.1051,34.3556,15,65.3008,65.0908,65.5109,15,4.82042,4.73369,4.90714,15,60.4804,60.2814,60.6794,15,9676.87,9645.03,9708.71,15,0.98195,0.981941,0.981959,15
2560,34.2645,34.1314,34.3977,15,65.5437,65.3055,65.782,15,4.77083,4.71177,4.8299,15,60.7729,60.5525,60.9934,15,9723.67,9688.4,9758.94,15,0.981955,0.981946,0.981965,15
2570,34.387,34.2072,34.5668,15,65.4692,65.1656,65.7728,15,4.85333,4.75484,4.95183,15,60.6158,60.3067,60.9249,15,9698.53,9649.08,9747.99,15,0.981949,0.981934,0.981964,15
2580,34.514,34.3622,34.6658,15,65.525,65.2857,65.7643,15,4.75917,4.6995,4.81883,15,60.7658,60.5158,61.0158,15,9722.53,9682.53,9762.53,15,0.981955,0.981942,0.981968,15
2590,34.6414,34.5093,34.7735,15,65.5275,65.2691,65.7859,15,4.82583,4.74346,4.90821,15,60.7017,60.4462,60.9571,15,9712.27,9671.4,9753.13,15,0.981945,0.981938,0.981952,15
2600,34.6445,34.5096,34.7794,15,65.7713,65.4794,66.0631,15,4.84667,4.79341,4.89993,15,60.9246,60.617,61.2322,15,9747.93,9698.71,9797.15,15,0.981959,0.981951,0.981967,15
2610,34.8389,34.7158,34.9619,15,65.6471,65.4202,65.8739,15,4.79208,4.7352,4.84896,15,60.855,60.6295,61.0805,15,9736.8,9700.73,9772.87,15,0.981956,0.981946,0.981966,15
